,Identifier,Title,Subject,Date,Text,locations,tags
302,35889,"Jane Addams to Dorothy Detzer, April 15, 1926","Women's International League for Peace and Freedom, activities;Addams, Jane, travels",1926-04-15 00:00:00,woman intern leagu peac freedom intern offic geneva switzerland 6 rue du vieuxcollg hullhous chicago april 15 1926 dear dorothi detzer arriv april 26 tri stay morn 28 get expens room letter came morn send sampl new print want day two hastili jane addam p enclos letter man wrote ask wil would illeg said washington came back enclos,"41.8716164,-87.6474573",Peace;Travels
303,35888,"Jane Addams to Dorothy Detzer, April 21, 1926","Addams, Jane, and Women's International League for Peace and Freedom",1926-04-21 00:00:00,woman intern leagu peac freedom intern offic geneva switzerland dear dorothi detzer send sampl letter get rapidli also send box folder left letter might final use offic hastili jane addam april 21 1926 hullhous chicago,"41.8716164,-87.6474573",Conferences;Peace
306,35850,"Jane Addams to Anne Henrietta Martin, May 4, 1926","Women's International League for Peace and Freedom, activities;Women's International League for Peace and Freedom, delegates",1926-05-04 00:00:00,woman intern leagu peac freedom intern offic geneva switzerland hullhous chicago may 4 1926 dear ann martin dublin deleg alreadi appoint board find wait list wil howev sent letter prest mr hull hope best fine see dublin report nation hastili jane addam,"41.8716164,-87.6474573",Conferences;Peace
309,35770,"Jane Addams to Adena Miller Rich, April 1926","Hull-House, residents",1926-04-01 00:00:00,hullhous 800 south halst street chicago dear mr rich enclos materi show keep rest may speak mr brennan come even hope dinner sixfifteen hastili ja p plea give amelia one copi report made geneva meet,"41.8716164,-87.6474573",Hull-House
317,35515,"Jane Addams to Hannah Clothier Hull, November 11, 1925","Addams, Jane, health of;Addams, Jane, and Women's International League for Peace and Freedom",1925-11-11 00:00:00,mr w hull 504 walnut lane swarthmor pa accid last even result sever bruis ankl doctor absolut forbid move deepli regret cancel engag write jane addam,"41.8781136,-87.6297982",Health;Peace
318,35493,"Jane Addams to Dorothy Detzer, April 25, 1925","Women's International League for Peace and Freedom, delegates",1925-04-25 00:00:00,western union telegram receiv commerci natl bank bldg 14th g st nw washington dc 1925 apr 25 11 13 stampl chicago ill miss dorothi detzer woman intern leagu 1403 h st northwest washington dc plea send estim number town deleg jane addam,"41.8781136,-87.6297982",Peace
322,35464,"Jane Addams to Anita McCormick Blaine, December 31, 1925","Hull-House, donations;Addams, Jane, gratitude",1925-12-31 00:00:00,hullhous 800 south halst street chicago decemb 31 1925 dear mr blain may thank gener check 1000 receiv yesterday grate inde continu kind hullhous hope see sometim upon return chicago sure interest new child problem clinic open mari crane nurseri alway devotedli jane addam sign mr emmon blain chicago,"41.8716164,-87.6474573",Hull-House;Thanks
323,35443,"Jane Addams to Williams Edwards Dodd, April 23, 1925","Addams, Jane, requests to",1925-04-23 00:00:00,woman intern leagu peac freedom hullhous chicago april 23 1925 dear professor dodd return mexico last even yet work engag rashli accept kind invit dinner next wednesday find speak even lincoln centr see enclos program must therefor declin mani apolog blunder may express sincer regret mr holt well mr dodd faith jane addam sign professor wm dodd 5757 blackston chicago,"41.8716164,-87.6474573",Lectures;Requests
325,35415,"Jane Addams to Amy Woods, April 2, 1924","Women's International League for Peace and Freedom, activities;Women's International League for Peace and Freedom, delegates;Women's International League for Peace and Freedom, meetings",1924-04-02 00:00:00,hullhous 800 south halst street chicago april 2 1924 dear miss wood sent 160 sign sheet hope reach promptli got less hour think think letter compos invit organ guest go nation organ intern organ invit send two fratern deleg felt sorri leav yesterday thing confus sure great thing week get program member associ list next week offic run order person feel discourag think one thing must guard make chang individu judgment dictat everyth regard congress must larg matter carri decis alreadi made think one thing european accustom work rather formal would fail understand sure realiz say well everi possibl wish good luck hope see soon faith jane addam sign p must name intern offic least small print program go mani new peopl hope telegram clear promis send miss baber secur repres antillia associ anxiou appear hastili ja initi,"41.8716164,-87.6474573",Conferences;Peace
326,35413,"Jane Addams to Sybil Jane Moore, April 13, 1926","Women's International League for Peace and Freedom, activities;Addams, Jane, travels;Addams, Jane, requests from",1926-04-13 00:00:00,woman intern leagu peac freedom intern offic geneva switzerland 6 rue du vieuxcollg hullhous chicago april 13 1926 dear miss moor today written lutetia hotel understand far sorbonn ask doublebed room miss mari smith anoth mr robert mors lovett floor time glad would call go see regard sail june 19th ought arriv 28th confer end 5th would give u week hotel plan seem come well dublin although yet begin drive money faith,"41.8716164,-87.6474573",Peace;Requests;Travels
332,35336,"Jane Addams to Emily Stern Bernheim, December 18, 1925","Addams, Jane, lectures;Addams, Jane, apologies",1925-12-18 00:00:00,hullhous 800 south halst street chicago dear mr bernheim enclos letter explain situat find sorri hope find heart forgiv hastili jane addam dec 18 1925,"41.8716164,-87.6474573",Lectures
335,35289,"Jane Addams to Lucy O. Kingston, April 13, 1926","Addams, Jane, travels;Women's International League for Peace and Freedom, meetings",1926-04-13 00:00:00,woman intern leagu peac freedom hullhous chicago april 13 1926 dear mr kingston friend miss mari rozet smith accompani dublin confer glad doubl room bath although cours may difficult sit room confer one higher price hotel leav pari 5th hope arriv dublin juli 6th may also ask singl room hotel friend mr robert mors lovett live hullhous much plea preliminari arrang irish committe make appreci success confer anticip see much pleasur faith,"41.8716164,-87.6474573",Peace;Travels
338,35249,"Jane Addams to Dorothy Detzer, April 8, 1926","Women's International League for Peace and Freedom, finances;Addams, Jane, and Women's International League for Peace and Freedom",1926-04-08 00:00:00,hullhous 800 south halst street chicago april 8 1926 dear dorothi detzer may thank letter april 5th contain much want know much impress activ nation offic make circular similar one use two year ago print howev blue make appeal money 1000 take care expens contribut send 1000 1500 may use intern confer send one person letter appeal one u confer send one person letter appeal one u member cours way collect money independ believ peopl get littl tire appeal congress sure get great deal money telegraph morn would send 7000 8000 blue envelop ask address american member w l hope addressograph difficult would like address envelop return fill circular person letter send appeal person sure better post chicago money sent assum everi u member copi circular announc fifth intern congress intern summer school therefor put envelop 400 send hope use peopl member wil therefor receiv regular cours event get help fold etc chicago branch page 2 ought envelop address return promptli possibl get hope good time washington meet accept servic address nation cours intern postag print etc contribut let know preliminari effort meet etc come know day advanc get washington affection jane addam sign,"41.8716164,-87.6474573",Conferences;Finances;Peace
341,35219,"Jane Addams to Madeleine Zabriskie Doty, April 2, 1926","Addams, Jane, and Women's International League for Peace and Freedom;Women's International League for Peace and Freedom, finances;Women's International League for Peace and Freedom, activities;Women's International League for Peace and Freedom, office and staffing",1926-04-02 00:00:00,woman intern leagu peac freedom intern offic geneva switzerland 6 rue du vieuxcollg hullhous chicago april 2 1926 dear madelin doti got home yesterday morn found three letter enorm reliev spite difficulti pari seem outlook congress fine alway known cours two temperament trend membership suppos never quit boldli clearli expo pari confer enclos copi taken bank book show exact date month 2500 swiss franc sent chicago see never sent one month think vilma glcklich probabl receiv one first year januari sent decemb someth sort 500 ahead toward congress cours delight send one today april 2 1926 also 40 collect chicago wil toward ann zueblin salari separ gift goe separ draft delight prospect go anoth year expect see roger baldwin day two speak chicago shall tri best induc go summer school delight journey west indi much food thought saw committe haiti report interest go write longer letter day two get assur admir affect hastili jane addam sign p may care materi materi file,"41.8716164,-87.6474573",Conferences;Finances;Peace
345,35152,"Jane Addams to Myra Harriet Reynolds Linn, April 14, 1925","Addams, Jane, and family;Addams, Jane, health of;Addams, Jane, travels",1925-04-14 00:00:00,april 14 1925 antler colorado spring colo dear myra send absurd gingham dress kiddi look entic window afraid stuff rather coars howev may play better hope start home day love alway love aunt jane addam,"38.8281521,-104.825407",Family;Health;Travels
358,35003,"Jane Addams to Rosika Schwimmer, November 25, 1925","Women's International League for Peace and Freedom, activities;health, illness, and disease",1925-11-25 00:00:00,woman intern leagu peac freedom intern offic geneva switzerland 6 rue du vieuxcolleg dear mr scwhimmer miss balch sent materi dr woker enclos hope book publish hastili yr jane addam nov 25 1925,"41.8716164,-87.6474573",Peace
363,34931,"Jane Addams to Dorothy Detzer, September 6, 1925",conferences,1925-09-06 00:00:00,sept 6 1925 hull cove main dear dorothi detzer suppos know baltimor confer send notic case need offic ask one sponsor letter miss hope see soon hastili jane addam,"44.4122263,-68.2518074",Conferences;Peace
364,34922,"Dorothy Detzer to Annette Vail Schlaet, October 27th, 1925","Women's International League for Peace and Freedom, expansion;Addams, Jane, requests from",1925-10-27 00:00:00,octob 27th 1925 mr arbold schlaet saugatuck conn dear mr schlaet miss jane addam intern presid woman intern leagu ask send literatur late bullentin written might interest start connecticut branch wil therefor send copi also constitut bylaw shall glad write fulli organ hear faith dorothi detzer execut secretari,"38.9002175,-77.0325801",Peace;Requests
366,34901,"Jane Addams to Myra Reynolds Linn, April 10, 1925","Addams, Jane, and family;Addams, Jane, health of;Addams, Jane, travels",1925-04-10 00:00:00,antler colorado spring colo dear myra tri write time mexico never achiev late day send postal card may idea beauti charm mari smith left chicago last day febi entir page 2 month april left 4 th stay week mari visit brother recov throat infect contract end travel enjoy much quit like south franc north itali build beauti sceneri interest govern page 3 mari send love entir famili love aunt jane april 10 1925,"38.8281521,-104.825407",Family;Health;Travels
367,34862,"Jane Addams to Dorothy Detzer, September 9, 1925","Women's International League for Peace and Freedom, activities",1925-09-09 00:00:00,hull cove main hullhous sept 9 1925 dear dorothi detzer send one two thing ought keep refer central offic put old file case plea use like hastili jane addam,"44.4122263,-68.2518074",Peace
369,34860,"Jane Addams to Myra Harriet Reynolds Linn, September 5, 1925","Addams, Jane, and family",1925-09-05 00:00:00,woman intern leagu peac freedom hull cove main sept 5 1925 send postal card member famili dearest myra ellen bull mari littl grand niec u summer littl sister salli age 5 ellen 7 th birthday parti august sent box full littl thing left dont amount much discov fail put candi littl pail bad send today box child book 12 ellen sister read send three littl girl love famili alway love aunt jane addam,"44.4122263,-68.2518074",Family
370,34852,"Jane Addams to Marion Talbot, August 16, 1925","Women's International League for Peace and Freedom, office and staffing",1925-08-16 00:00:00,aug 16 1925 hull cove main dear miss talbot sent miss breckinridg appoint intern wil hope much abl attend confer thank suggest faith jane addam p hope chicago next winter may see sometim hullhous,"44.4122263,-68.2518074",Peace
379,34725,"Jane Addams to Flora Belles Surles, February 7, 1925","Women's International League for Peace and Freedom, finances",1925-02-07 00:00:00,hullhous 800 south halst street chicago februari 7 1925 dear miss surl post offic money order 800 receiv morn thank much sake record enclos 700 200 nation due 500 intern cours repres donat faith hastili jane addam sign miss flora b surl 1403 h st nw washington dc,"41.8716164,-87.6474573",Finances;Peace
384,34612,"Jane Addams to Flora Belles Surles, February 1925","Women's International League for Peace and Freedom, activities",1925-02-01 00:00:00,dear miss surl might go wil gener file hastili j,"41.8716164,-87.6474573",Peace
385,34601,"Jane Addams to Lucy Biddle Lewis, October 15, 1923","Addams, Jane, travels",1923-10-15 00:00:00,hullhous 800 south halst street chicago dear mr lewi cours must keep 100 00 need send littl ivori pendant carv canton china small gift goe best love nice see soon devotedli jane addam oct 15 1923,"41.8716164,-87.6474573",Travels
391,34588,"Jane Addams to Esther Margaret Linn Hulbert, March 27, 1923","Addams, Jane, and family;Addams, Jane, financial dealings",1923-03-27 00:00:00,colombo ceylon march 27 1923 dear esther letter reach yesterday perplex colorado like jane cours understand much cost afraid 200 travel would best could unless mr dawson could wait half next fall interest mortgag cours come due next juli 100 00 month go return aug plea write peke china co intern bank corpor hastili jane addam,"6.9270786,79.861243",Family;Finances
395,34578,"Jane Addams to Myra Harriet Reynolds Linn, June 10, 1925","Addams, Jane, and family",1925-06-10 00:00:00,woman intern leagu peac freedom dear myra send black lace dress may abl make stuff rag bag give away hope goe well entir famili love aunt jane addam hullhous chicago june 10 1925,"41.8781136,-87.6297982",Family
396,34565,"Jane Addams to Unknown, March 24, 1923","Addams, Jane, travels",1923-03-24 00:00:00,queen hotel kandi ceylon march 24 1923 dear friend send pictur ceylon although fail show beauti hope time go make tour around world show live interest old planet well worth see hope go see next summer much affect alway devotedli jane addam,"7.2905715,80.6337262",Friends;Travels
399,34554,"Jane Addams to Maud Wood Park, November 1, 1922","Women's International League for Peace and Freedom, meetings;Addams, Jane, requests to",1922-11-01 00:00:00,woman intern leagu peac freedom novemb 1 1922 mr maud wood park presid nation leagu woman voter dear mr park may invit person presid organ woman interest peac world attend confer call wil hagu decemb 911 1922 like invit organ send offici deleg possibl arrang next month least fratern deleg member intern execut board recent met europ call emerg confer seen week week utter despair come upon peopl central europ nation helpless disentangl econom disast exist settlement brought upon public opinion europ agre remedi lie chang basic term peac treati mani publicist unit state come conclus plan sail s volendam novemb 21 mr lewi nation chairman least ten other section answer imper call also hope repres nation organ woman unit state deleg cours pay expens week follow confer decemb 1015 intern feder trade union hold world peac congress hagu adopt resolut war militar two gather call without relat strike goal hope crystal public opinion gather forc nation faith jane addam sign fuller inform may nation offic room 305 1403 h street nw washington dc enclos plea find first provision draft resolut submit agenda committe consider,"41.8781136,-87.6297982",Conferences;Peace;Requests
402,34515,"Jane Addams to Myra Harriet Reynolds Linn, August 26, 1925","Addams, Jane, and family",1925-08-26 00:00:00,hull cove main dear myra send two dress hope use materi least blue home spun would make good cloak child perhap rate packag today nice littl visit winthrop john boy page 2 three weber linn quit famili reunion must plan complet one day dearest love love aunt jane addam aug 26 1925,"44.4122263,-68.2518074",Family
408,34389,"Jane Addams to John Nevin Sayre, August 10, 1925","Addams, Jane, requests to",1925-08-10 00:00:00,hull cove main aug 10 1925 may use name connect pamphlet prepar mr winthrop lane condit given opportun see advanc copi pamphlet withdraw name time advis promptli jane addam sign page 2 mr john nevin sayr fellowship reconcili 383 bike hous new york citi ny,"44.4122263,-68.2518074",Peace;Requests
417,34083,"Jane Addams to Flora Belle Surles, February 4, 1925","Addams, Jane, and Women's International League for Peace and Freedom;Women's International League for Peace and Freedom, finances",1925-02-04 00:00:00,hullhous 800 south halst street chicago februari 4 1925 dear miss surl glad 800 forward plea find final deficit small sent along right good shall glad leav fund pay intern due 500 nation due might call 300 sake come even send lot materi could engag someon would put file get way would rather wait come washington seem nice hear faith jane addam sign miss flora b surl washington dc,"41.8716164,-87.6474573",Finances;Peace
423,33969,"Jane Addams to Dorothy Detzer, June 29, 1925","Women's International League for Peace and Freedom, activities;Women's International League for Peace and Freedom, finances",1925-06-29 00:00:00,woman intern leagu peac freedom hullhous chicago june 29 1925 dear dorothi detzer written matter directli mr hull alreadi commun mr bettman send copi telegram place file grate list board member address acknowledg enclos letter materi mde tuna send case wish correct file shall ask return sure washington offic understand money usa intern member sent chicago sent rate 500 per month geneva offic sure miss surl quit clearli mind arrang made remind intern member next year fee due address summer hull cove main leav wednesday affection jane addam sign p plea excus jumpi much interrupt letter j,"41.8716164,-87.6474573",Finances;Peace
425,33865,"Jane Addams to Vilma Glücklich, May 19, 1925","Addams, Jane, and Women's International League for Peace and Freedom;Women's International League for Peace and Freedom, meetings",1925-05-19 00:00:00,woman intern leagu peac freedom intern offic geneva switzerland 6 rue du vieuxcollg hullhous chicago may 19 1925 dear miss glcklich miss surl sent copi letter sorri bother must feel great mani letter subject sure matter straighten hope sourc annoy tri answer question execut meet cours imposs attend affection jane addam sign,"41.8716164,-87.6474573",Meetings;Peace
430,33790,"Jane Addams to Flora Belle Surles, May 15, 1925","Addams, Jane, financial dealings;Addams, Jane, and Women's International League for Peace and Freedom;Women's International League for Peace and Freedom, publications",1925-05-15 00:00:00,woman intern leagu peac freedom intern offic geneva switzerland 6 rue du vieuxcollg hullhous chicago may 15 1925 dear miss surl alreadi repli miss detzer letter regard miss inn book ask pay advanc cost like least onethird sent chicago other kept offic see well sell plea send complimentari copi mr libbi mr duggan hamilton holt one two other think would especi interest notic summer school ought cours go quickli possibl branch enclos 510 freight faith jane addam sign,"41.8716164,-87.6474573",Finances;Peace
433,33727,"Jane Addams to Flora Belle Surles, May 11, 1925","Addams, Jane, and Women's International League for Peace and Freedom;Addams, Jane, financial dealings;Women's International League for Peace and Freedom, finances",1925-05-11 00:00:00,woman intern leagu peac freedom intern offic geneva switzerland 6 rue du vieuxcollg hullhous chicago may 11 1925 dear miss surl know washington confer agre instead rais extra sum gift would tri support intern offic geneva secur larg number intern member due usa member go toward 500 month section usa pledg send month geneva said would make great effort secur 1200 member would mean 500 per month 6000 year amount pledg made respons balanc due whatev happen promis send geneva check 500 month money sent directli geneva american branch mean duplic amount next check wrong two way 1 throw burden rais amount usa membership alreadi sent 2 geneva offic receiv usa pledg care prepar budget thought everyon washington congress understood appar miss glcklich neither mr meyer treasur chicago branch perhap other miss glcklich ought bother individu due usa receiv monthli check 500 card indic literatur sent geneva offic much matter bookkeep although glad indic annual account suggest much usa membership sent geneva enclos account intern money receiv spent date see claim credit mr meyer money 1924 page 2 deduct 1925 mr mayer sent miss glcklich wrote receiv 145 one month chicago first intim plan adopt washington congress work alway take long time work new intern scheme one simpl thought go well nearli make nation section keep sure get time send name address presid treasur usa branch write sign letter one explain plan sure best one adopt plea write meantim much money sent usa member sinc washington congress afford sort basi next year expect sorri bother miss glcklich wrote time wrote cours anxiou anyon matter quit clear bother account usa save one check 500 month cours fault made perfectli clear branch sure right road faith jane addam sign p send copi miss glcklich account alway clear great pleasur work,"41.8716164,-87.6474573",Finances;Peace
436,33702,"Jane Addams to Henry Goddard Leach, May 8, 1925","Addams, Jane, writings;Addams, Jane, requests to",1925-05-08 00:00:00,hullhous 800 south halst street chicago may 8 1925 dear mr leach could write present moment glad tri undertak suggest may juli august coast main first leisur year plan seem interest one alway afraid lay axiom futur glad point certain pitfal present may congratul forum much enjoy read faith jane addam sign mr henri goddard leach forum 247 park ave new york,"41.8716164,-87.6474573",Requests;Writings
441,33481,"Jane Addams to Hannah Clothier Hull, May 21, 1925","Women's International League for Peace and Freedom, office and staffing;Women's International League for Peace and Freedom, activities;Women's International League for Peace and Freedom, finances",1925-05-21 00:00:00,woman intern leagu peac freedom intern offic geneva switzerland 6 rue du vieuxcollg hullhous chicago may 21 1925 dear mr hull send copi letter sent list branch miss surl provid seem long explan sure matter quit clear plain sail rest time sent day letter miss wood one jeanett rankin mean write note hope bewild two letter arriv without explan meant say wish might retain servic two good woman wish could make coequal someth would save u difficulti think j r west mississippi right although well understand boston critic address suppos miss wood would consid arrang simpli publish name gener titl secretari suggest blue may even desir miss brite wrote sent copi mr bettman propos isnt interest probabl fall heir 10000 suppos belong nation intern great thing money bank someth borrow alway affection jane addam sign,"41.8716164,-87.6474573",Finances;Peace
442,33403,"Jane Addams to Rosika Schwimmer, February 2, 1925","health, illness, and disease;Women's International League for Peace and Freedom, publications",1925-02-02 00:00:00,woman intern leagu peac freedom dear mde schwimmer perhap inform send chanc cant get hold starr pamphlet although lectur illinoi hope tonsil oper benefici hastili jane addam febi 2 1925,"41.8716164,-87.6474573",Health;Peace
443,33305,"Jane Addams to Emily Greene Balch, June 14, 1924","Addams, Jane, and Women's International League for Peace and Freedom;Women's International League for Peace and Freedom, finances;Women's International League for Peace and Freedom, activities",1924-06-14 00:00:00,hullhous 800 south halst street chicago june 14 1924 dear emili balch understand unit state section invit intern congress come unit state undertook arrang seem littl difficult alloc fund basi suggest miss surl especi committe repres intern pas spend fund see spent absolut money salari summer school versu first item disburs salari extra worker engag prepar conduct congress 410062 may necessari certainli sure never vote 5000 week salari begin januari 1 done nation bodi summer school alloc 50000 print report hope gener fund would give anoth 50000 would 100000 paid would tri collect 700 800 press matter seem fair decis spend money realli hand nation offic nation realli hostess howev decid pay noth report advanc intern fund bank chicago tri slowli get back whole thing confus understood nation group alway said main busi nation bodi januari 1 pull congress energi natur center regular work movement page 2 would imposs think divid account suggest hold certain peopl respons intern certain peopl nation unless work way start never knew instanc miss edgar receiv 5000 week public januari 1 resign april confid propos cours lot thing could cours consult situat littl hard held respons money sure miss wood understand send anoth account summer school miss surl ad plea tell miss surl grate account clear fine hastili jane addam sign miss emili balch washington dc,"41.8716164,-87.6474573",Conferences;Finances;Peace
447,33233,"Jane Addams to Nathan Crary Shiverick, May 29, 1924","Addams, Jane, and Women's International League for Peace and Freedom;Women's International League for Peace and Freedom, organization",1924-05-29 00:00:00,woman intern leagu peac freedom hullhous chicago may 29 1924 mr nathan c shiverick avon new york dear mr shiverick send copi summer school program see gener studi internation histor scientif side midst summer school find imposs repli letter length seem howev found upon rather mislead statement therefor send miss balch present headquart washington although year secretari woman intern leagu headquart may know geneva thank courteou letter faith,"41.8716164,-87.6474573",Peace;Requests
449,33177,"Jane Addams to John Bertram Andrews, May 7, 1925","Addams, Jane, lectures;Addams, Jane, requests to",1925-05-07 00:00:00,hullhous 800 south halst street chicago may 7 1925 dear mr andrew shall glad way recal rewrit speech anyth get coast main end june send sometim august time enough thank give anoth chanc faith jane addam sign,"41.8716164,-87.6474573",Lectures;Requests;Travels
450,33118,"Jane Addams to Flora Belle Surles, May 7, 1925","Women's International League for Peace and Freedom, activities;Women's International League for Peace and Freedom, finances",1925-05-07 00:00:00,woman intern leagu peac freedom intern offic geneva switzerland 6 rue du vieuxcol ge hullhous chicago may 7 1925 dear miss surl mr meyer sent list peopl whose fee sent directli geneva cours list paid 1925 suppos might remind chicago cours rate send order paid might properli record money wrote day affection jane addam sign miss flora surl washington dc,"41.8716164,-87.6474573",Memberships;Peace
451,33114,"Jane Addams to Adena Miller Rich, June 12, 1924","Women's International League for Peace and Freedom, activities;Addams, Jane, requests from;Hull-House, residents",1924-06-12 00:00:00,hullhous 800 south halst street chicago june 12 1924 dear mr rich much like six eight copi last monthli bulletin articl summer school good u grate dozen thing find hard reconcil absenc hullhous alway devotedli jane addam sign mr kenneth rich illinoi leagu woman voter 308 n michigan avenu chicago illinoi,"41.8716164,-87.6474573",Peace;Thanks
452,33113,"Jane Addams to Emily Balch Greene, June 12, 1924","Addams, Jane, and Women's International League for Peace and Freedom;Women's International League for Peace and Freedom, finances;Women's International League for Peace and Freedom, activities",1924-06-12 00:00:00,woman intern leagu peac freedom hullhous chicago june 12 1924 dear miss balch item expenditur includ summer school sent copi account mr post extend 424824 includ 15000 stenograph report sent washington finish 25000 sent mr post half first payment report made june 12 committe author anoth 25000 sent juli 2 half second payment think account washington ought also give 50000 accord miss surl left may 27 bank hand 107381 two fund pay 1000 report see toward rais balanc 70000 think anyth come 50000 fund alloc unit state section think ought five hundr dollar six report money sent gener appeal eager get miss surl final account send copi summer school account ask make final sum show money pas bank washington receipt expenditur hastili jane addam sign,"41.8716164,-87.6474573",Finances;Peace
457,33075,"Jane Addams to Dorothy Detzer, May 5, 1925","Women's International League for Peace and Freedom, meetings;Addams, Jane, requests from;Addams, Jane, health of",1925-05-05 00:00:00,woman intern leagu peac freedom intern offic geneva switzerland 6 rue du vieuxcollg hullhous chicago may 5 1925 dear dorothi detzer miss inn littl book come promis send 5000 like book hand like least half dozen sent chicago think could dispos peac educ societi well member sorri seen bad throat rush confer talk necessari hope better next time affection jane addam sign miss dorothi detzer 1403 h st nw washington dc p send mr holm letter copi repli afraid articl imposs return,"41.8716164,-87.6474573",Peace;Requests
458,33016,"Jane Addams to Unknown, June 7, 1924","Women's International League for Peace and Freedom, activities",1924-06-07 00:00:00,dear mari want back hope cheer read hastili j june 7 1924,"41.8781136,-87.6297982",Peace
469,32705,"Jane Addams to Julius Rosenwald, January 23, 1925","Hull-House, finances;Hull-House, support for",1925-01-23 00:00:00,hullhous 800 south halst street chicago januari 23 1925 dear mr rosenwald may remind kind offer ask judg horner concern possibl amount left hullhous associ will mr hutchinson mr w p tuttl will probat last autumn shall grate may know amount probabl date payment regard fill vacanc board truste mr bowen feel would much better could secur man long interest hullhous alreadi natur tie affect u basi agre mr harold h rockwel know trust depart northern trust compani taught hullhous young man came dinner last night ventur ask ned brown variou peopl gener way made good impress occur mari smith possibl mr bowen eagerli second seem path wisdom rather secur man know littl u suppos mr rockwel stand high bank world hand must place live oak park would perhap fit suburb hullhous cultiv lake forest hear favor telephon truste easi u approach mr rockwel thank unend kind faith jane addam sign,"41.8716164,-87.6474573",Finances;Hull-House
477,32675,"Jane Addams to Anita McCormick Blaine, December 2, 1924","Addams, Jane, and Hull-House;Addams, Jane, requests from;Hull-House, finances",1924-12-02 00:00:00,hullhous 800 south halst street chicago decemb 2 1924 dear mr blain sever year kindli sent u contribut 1000 toward gener expens account hullhous realiz constitut claim upon generos grate could give u amount year new need neighborhood crowd upon u difficult give establish undertak thank kind hope presum upon courtesi faith jane addam sign mr emmon blain 101 e eri st chicago ill,"41.8716164,-87.6474573",Hull-House;Philanthropy;Requests
478,32672,"Jane Addams to Hannah Clothier Hull, December 1, 1924","Women's International League for Peace and Freedom, finances;Addams, Jane, and Women's International League for Peace and Freedom",1924-12-01 00:00:00,dear mr hull may send check amt promis give wil cant tell grate alway presid hastili jane addam dec 1 st 1924,"41.8716164,-87.6474573",Peace;Thanks
483,32239,"Jane Addams to Anita McCormick Blaine, December 16, 1924","Hull-House, events",1924-12-16 00:00:00,hullhous 800 south halst street chicago dear mr blain grate gener help cut exhibit chart feel someth worthi occas invit yet preliminari statement hope show tri alway affection jane addam dec 16 1924,"41.8716164,-87.6474573",Hull-House
484,32192,"Jane Addams to Myra Harriet Reynolds Linn, January 21, 1925","Addams, Jane, and family",1925-01-21 00:00:00,hullhous 800 south halst street chicago dear myra send hat may like use least feather good thing famili three littl girl alway devotedli jane addam jani 21 1925,"41.8716164,-87.6474573",Family
485,32092,"Jane Addams to Hannah Clothier Hull, January 19, 1925","Addams, Jane, requests from;peace movement, activities of",1925-01-19 00:00:00,hullhous 800 south halst street chicago dear mr hull anxiou hear interview mr moor seem slam washington open mr catt confer isnt strang hastili alway sincer affect jane addam jani 19 1925,"41.8716164,-87.6474573",Peace;Requests
492,31971,"Jane Addams to Salmon Oliver Levinson, January 16, 1925","Addams, Jane, requests from;peace movement, activities of",1925-01-16 00:00:00,hullhous 800 south halst street chicago januari 16 1925 dear mr levinson may ask send miss rudholm materi explain mr borah plan sure agre everi convert gain faith jane addam sign mr salmon levinson chicago,"41.8716164,-87.6474573",Peace;Requests
494,31949,"Jane Addams to Belle Case La Follette, January 12, 1925","Addams, Jane, requests to",1925-01-12 00:00:00,hullhous 800 south halst street chicago dear mr la follett hope enclos use plea let tri pleasur excus write alway devotedli jane addam jani 12 1925,"41.8716164,-87.6474573",Requests
495,31922,"Jane Addams to Albert Joseph Kennedy, October 28, 1924","Hull-House, donations;Hull-House, finances",1924-10-28 00:00:00,oct 28 1924 hullhous 800 south halst street chicago dear mr kennedi truste hull hous vote 1000 00 barnett hous fund paid time perhap could send subscript list appeal put contribut see dr elliott new york nov 14 wish could literatur hastili jane addam,"41.8716164,-87.6474573",Hull-House;Philanthropy
504,31777,"Jane Addams to Edward Peter Pierce, Jr. November 29, 1924","Addams, Jane, requests to",1924-11-29 00:00:00,hullhous 800 south halst street chicago novemb 29 1924 dear mr pierc return materi kindli sent regret imposs adequ consid much necessarili technic make opinion use would give time abl give much interest hasti read time make wish congratul effort particip faith jane addam sign mr edward p pierc 5 park squar boston mass,"41.8716164,-87.6474573",Requests
505,31775,"Jane Addams to Worth Marion Tippy, October 10, 1924","Addams, Jane, speaking tours;Addams, Jane, requests to",1924-10-10 00:00:00,hull hous 800 south halst street chicago octob 10 1924 dear mr tippi genuin regret declin kind invit speak feder council church america alreadi taken mani speak engag fall oblig declin everyth least januari 1st sure know much admir work council intrigu invit perhap give chanc year presidenti campaign unusu reason much public speak cordial greet daughter faith jane addam sign,"41.8716164,-87.6474573",Lectures;Requests
507,31728,"Jane Addams to Edith Abbott, October 8, 1924","Addams, Jane, personal life",1924-10-08 00:00:00,hullhous 800 south halst street chicago dear edith abbott sorri tie friday even want much see hastili jane addam oct 8 1924,"41.8716164,-87.6474573",Friends
510,31679,"Jane Addams to Rosika Schwimmer, October 3, 1924",lectures,1924-10-03 00:00:00,hullhous 800 south halst street chicago octob 3 1924 dear madam schwimmer found acknowledg mr feakin return send best wish success lectur hope see soon faith jane addam sign,"41.8716164,-87.6474573",Lectures
