,Identifier,Title,Subject,Date,Text,locations,tags
1017,23037,"Jane Addams to Survey Business Manager, October 8, 1921","Addams, Jane, and peace movement",1921-10-08,hullhous 800 south halst street chicago octob 8 1921 busi manag survey new york dear sir kindli give estim cost reprint ten thousand fifteen hundr copi mr florenc kelley articl woman congress vienna appear survey septemb first grate estim sent earli possibl sincer jane addam sign,"41.8716164,-87.6474573",Peace;Requests
1020,22994,"William Fisher Byron to Ann Reed Brenner, September 3, 1921","Addams, Jane, requests to",1921-09-03,hullhous 800 south halst street chicago septemb 3rd 1921 miss ann brenner survey new york citi dear miss brenner sorri miss addam plan return time abl compli request need assur give immedi attent upon arriv hullhous sincer william f byron sign secretari jane addam,"41.8716164,-87.6474573",Requests
1028,22810,"Jane Addams to Miklós Bánffy, August 27, 1921","Addams, Jane, requests from;Women's International League for Peace and Freedom, office and staffing",1921-08-27,august 27 1921 comt mikl bnffi secretari foreign affair budapest hungari dear count bnffi may ask kind offic regard teacher budapest vilma glcklich long presid hungarian branch intern board invit come headquart geneva four month absenc secretari miss balch vacat unit state time vienna congress vote creat educ committe chiefli connect organ geneva miss glcklich occupi miss glcklich fear may difficulti secur leav absenc unless special request come magistr municip author budapest grate could help u sure need tell request made good faith ulterior motiv miss hamilton alreadi return america sail septemb hope first visit meet assembl leagu nation great pleasur see hungarian deleg thank hospit mani kind faith j initi secretari,"46.43245,6.9369",Requests
1029,22803,"Jane Addams to Anna Marcet Haldeman-Julius, October 1, 1921","Addams, Jane, and family;Addams, Jane, travels",1921-10-01,hotel belmont forti second street park avenu new york dear marcet land yesterday rather mean journey far fog concern quit safe withal didnt indulg present time send littl dud kiddi jewelri josephin alic came budapest sort thing young wear whistl henri case need call help page 2 variou part farm scarc call present go love best wish seem long time sinc heard write line hh let know famili book alway devotedli jane addam oct 1 st 1921,"40.7519491,-73.978317",Family;Travels
1030,22762,"William Fisher Byron to Paul Underwood Kellogg, September 22, 1921","Addams, Jane, travels",1921-09-22,hullhous 800 south halst street chicago septemb 22nd 1921 mr paul kellogg survey 112 east 19th st new york citi dear mr kellogg miss addam land new york 28th 29th month suggest commun miss mabel kittredg regard miss addam engag new york miss kittredg secretari woman intern leagu peac freedom 125 e 37th st sincer william f byron sign secretari jane addam arriv rotterdam left sept 21,"41.8716164,-87.6474573",Travels
1031,22743,"Jane Addams to Ellen Wayles Coolidge, August 12, 1921","Addams, Jane, travels;health, illness, and disease;Addams, Jane, relationship with Mary Rozet Smith",1921-08-12,third intern congress execut committe intern offic geneva 6 rue du vieux collg dear miss coolidg prospect may go london mari smith much better paid visit cousin live near bristol therefor plan leav geneva switzerland sept 12 reach london sept 14 stay boat sail plymouth 21 st sept written mr barnett wise care influenti peopl speak would like see settlement peopl new organ also write warden toynbe hope pull meet page 2 cours noth matter unless come would quit fatal week sept 14 21 imposs aw sorri uncertain plan must depend present upon mari smith health hastili jane addam aug 12 1921 plea address co maison international go switzerland,"47.80949,13.05501",Health;Travels
1034,22669,"William Fisher Byron to Paul Underwood Kellogg, August 6, 1921","Addams, Jane, travels",1921-08-06,hullhous 800 south halst street chicago august 6th 1921 mr paul kellogg survey 112 e 19th st new york citi dear mr kellogg miss addam european address 6 rue de vieuxcolleg geneva switzerland howev travel great deal day may elaps receiv repli sincer william f byron sign secretari jane addam,"41.8716164,-87.6474573",Travels
1035,22607,"Jane Addams to Ada Lois James, May 9, 1921","Addams, Jane, gratitude;peace movement, financial support for",1921-05-09,woman intern leagu peac freedom formerli woman intern committe perman peac may 9 1921 dear miss jame may thank gener check vienna congress assur appreci kind faith jane addam sign,"41.8716164,-87.6474573",Peace;Thanks
1036,22544,"Jane Addams to Rosika Schwimmer, July 3, 1921","Addams, Jane, and Women's International League for Peace and Freedom;Addams, Jane, requests from;Women's International League for Peace and Freedom, meetings",1921-07-03,woman intern leagu peac freedom internt offic geneva 6 rue du vieuxcollg congress address wien hofburg michaelertor dear mde schwimmer arriv vienna heard first time doubt regard come congress hope much health permit come shall benefit enthusiasm long experi mutual undertak organ woman like mind weltliga wont plea reconsid come get letter hurriedli alway genuin friendship sincer jane addam juli 3 1921,"47.2722521,4.9903256",Conferences;Peace
1038,22496,"Jane Addams to Anita McCormick Blaine, June 21, 1921","Addams, Jane, requests from;Hull-House, donations;Hull-House, programs",1921-06-21,hullhous 800 south halst street chicago june 21 1921 dear mr blain may ask contribut fresh air fund hullhous child tire mother sent countri place descript enclos go take vacat help boy girl live congest part citi also get breath countri air go take vacat would feel comfort know proxi enjoy outing utmost abil plea make check payabl hullhous associ 800 south halst street chicago faith jane addam sign secretari mr emmon blain,"41.8716164,-87.6474573",Finances;Hull-House;Requests
1039,22480,"Jane Addams to Margaret I. Nichols, September 17, 1917","Addams, Jane, requests from;peace movement, activities of",1917-09-17,dear miss nichol plea send two letter miss gale mr slayden bring repli offic day find best date hastili jane addam,"42.589914,-88.434568",Meetings;Peace;Requests
1042,22430,"Jane Addams to Stanley Ross Linn, ca. June 26-29, 1921","Addams, Jane, travels",1921-06-29;1921-06-28;1921-06-27;1921-06-26,dear stanley spent three day dr mr uri live charm villa lake lugano go vienna int congress week prepar mari smith still illeg remind california time cours differ especi glacial stream come mountain love jane addam page 2 lago di lugano presso oria imag,"45.9862544,8.9699889",Travels
1044,22386,"Jane Addams to Henrietta Octavia Rowland Barnett, June 1, 1921","Addams, Jane, travels;Addams, Jane, visits",1921-06-01,hullhous 800 south halst street chicago june 1 1921 dearest ladi look would hurri switzerland sake mari smith health get anywher near england summer sure see humanli possibl dont know disappoint plea excus hurri note new york today sail june fourth alway affection jane addam sign,"41.8716164,-87.6474573",Health;Travels
1045,22377,"Jane Addams to Stanley Ross Linn, June 1921","Addams, Jane, travels;Addams, Jane, and family",1921-06,cart postal correspond jane see saint name cathedr rheim much damag shell hastili j adress mr stanley linn rfd 4 arlington cal usa page 2 imag 5 reim portrait de la cathdral et statu jeann darc v,"49.258329,4.031696",Family;Travels
1046,22369,"Kathleen Jennison to Henry Crittenden Morris, June 23, 1921","Addams, Jane, travels;peace movement",1921-06-23,hullhous 800 south halst street chicago june 23 1921 dear mr morri letter regard chicago peac societi questionnair enclos come miss addam absenc sail europ fourth june plan return earli octob file materi cordial kathleen jennison sign secretari jane addam,"41.8716164,-87.6474573",Peace;Travels
1048,22356,"Jane Addams to Stanley Ross Linn, May 26, 1921","Addams, Jane, travels;Addams, Jane, and family",1921-05-26,woman intern leagu peac freedom formerli woman intern committe perman peac hh chicago may 26 1921 dear stanley see list back circular number old friend go europ sail june 4 probabl land franc go directli geneva gone four month sail home sept 21 hope go well myra find new babi get back love entir famili alway devot aunt jane,"41.8716164,-87.6474573",Family;Travels
1051,22285,"Jane Addams to William Isaac Hull, May 23, 1921","peace movement, activities of",1921-05-23,hullhous 800 south halst street chicago dear mr hull mr levinson well known lawyer pound away substitut plan leagu nation would interest see enclos warm friend senat knox somewhat respons bill hastili jane addam may 23 1921,"41.8716164,-87.6474573",Peace
1064,22092,"Jane Addams to Emily Greene Balch, May 1, 1921","Addams, Jane, financial dealings;Women's International League for Peace and Freedom, finances;Addams, Jane, travels",1921-05-01,woman intern leagu peac freedom formerli woman intern committe perman peac dear emili balch quit collect 10 usa deleg vienna bake plan shall send frau hertzka shall bring along sum gener purpos wait hear sent one hundr dollar miss royd feed salzberg student find unexpectedli hard get money togeth purpos due think gener financi uncertainti rather unpopular caus enclos sampl letter use circular send plea advis money cabl think best hope trip balkan hope mexican japanes deleg come fine alway devotedli jane addam sign may 1st 1920 p would advis come first geneva land franc vienna go holland direct vienna perhap see someth quaker feed way much interest immigr confer plan geneva august might better await advic,"41.8781136,-87.6297982",Conferences;Finances;Peace
1072,22002,"Jane Addams to Mabel Hay Barrows Mussey, April 25, 1921","Addams, Jane, requests to",1921-04-25,hullhous 800 south halst street chicago dear ladi enclos sent specimen report progress alway affection jane addam april 25 1921,"41.8716164,-87.6474573",Requests
1077,21957,"Jane Addams to Dwight H. Perkins, April 19, 1921","Addams, Jane, gratitude;Hull-House, donations",1921-04-19,hullhous 800 south halst street chicago april 19 1921 dear mr perkin may thank gener contribut mr britton boy club band sure know much appreci hope time visit hullhous hear band best faith jane addam sign,"41.8716164,-87.6474573",Hull-House;Thanks
1082,21930,"Jane Addams to Emily Greene Balch, April 16, 1921","Women's International League for Peace and Freedom, delegates;Addams, Jane, financial dealings",1921-04-16,woman intern leagu peac freedom formerli woman intern committe perman peac hullhous chicago usa dear ladi fine annual meet happi see miss cheever sister miss nichol two japanes woman tow two mexican one nation europ taken privileg appoint deleg larg may stand congress think right get enclos may abl use address constantinopl alway devotedli jane addam april 16 1921 page 2 p plea write shape would advis bring money e case get 10000 00 would like send hundr book one theme better use usa friend mari smith much invalid think would better stay hotel geneva could secur u room good one geneva far maison international write date soon,"41.8716164,-87.6474573",Conferences;Finances;Peace
1087,21640,"Jane Addams to Stanley Ross Linn, February 5, 1921","Addams, Jane, and family",1921-02-05,woman intern leagu peac freedom formerli woman intern committe perman peac dear stanley thank much last letter tell thing want know found lake forest diploma drawer morn send may want inspir jane infant mind word well winter quit busi lectur european food situat love famili alway love aunt jane addam febi 5 1921,"41.8781136,-87.6297982",Family
1089,21595,"Jane Addams to Cyrus Hall McCormick, Jr., January 10, 1921","Hull-House, donations;Addams, Jane, requests from",1921-01-10,hullhous 800 south halst street chicago januari 10 1921 dear mr mccormick sever year kindli sent hullhous one hundr dollar month januari realiz past generos constitut claim grate felt could give u like amount year help abl keep establish activ respond mani new demand boy men neighborhood hope presum upon courtesi faith jane addam sign,"41.8716164,-87.6474573",Finances;Hull-House;Requests
1097,21537,"Kathleen Jennison to Emily Greene Balch, January 29, 1921","Women's International League for Peace and Freedom, activities",1921-01-29,hullhous 800 south halst street chicago januari 29 1921 dear miss balch miss addam ask send draft ten dollar translat franc miss flora raymond 201 second street washington dc miss raymond specifi five annual due intern leagu five relief work leagu cordial kathleen jennison sign secretari jane addam,"41.871626,-87.647437",Memberships;Peace
1101,21518,"Jane Addams to Anita McCormick Blaine, December 19, 1920","Hull-House, donations;Addams, Jane, gratitude",1920-12-19,hullhous 800 south halst street chicago dear mr blain thank much big check forgiv nag shall think heaven place bill dear friend alway devotedli jane addam dec 19 1920,"41.8716164,-87.6474573",Finances;Hull-House
1102,21510,"Jane Addams to Wilbur Kelsey Thomas, December 18, 1920","Europe, relief efforts in;Addams, Jane, and European relief",1920-12-18,hullhous 800 south halst street chicago dear mr thoma written writer enclos letter hope follow understand check sent ventur hope russia couldnt quit believ liter dozen enclos card suppos offic flood hastili jane addam dec 18 1920,"41.8716164,-87.6474573",Relief Efforts
1109,21470,"Jane Addams to Arthur Taylor Aldis, December 3, 1920","Hull-House, donations;Addams, Jane, requests from",1920-12-03,hullhous 800 south halst street chicago decemb 3 1920 dear mr aldi sever year kindli sent hullhous fifti dollar month decemb realiz past generos constitut claim grate felt could give u like amount year help abl keep establish activ respond mani new demand boy men neighborhood hope presum upon courtesi faith jane addam sign,"41.8716164,-87.6474573",Hull-House;Requests
1110,21451,"Jane Addams to Wilbur Kelsey Thomas, November 30, 1920","Europe, relief efforts in",1920-11-30,woman intern leagu peac freedom formerli woman intern committe perman peac dear mr thoma enclos check austrian child given mr emili dean 1818 hinman ave evanston ill glad receipt sent directli hastili jane addam nov 30 1920,"41.8781136,-87.6297982",Relief Efforts
1118,21377,"Jane Addams to Jane Addams Linn, November 25, 1920","holidays and celebrations;Addams, Jane, and family",1920-11-25,hullhous 800 south halst street chicago nov 25 1920 dear janey thank much nice letter go prop two new photograph place card like seem thanksgiv dinner cousin plea write often alway love aunt jane addam kiss,"41.8716164,-87.6474573",Family;Holidays
1120,21335,"Jane Addams to Cyrus Hall McCormick Jr., January 14, 1921","Hull-House, donations;Addams, Jane, gratitude",1921-01-14,hullhous 800 south halst street chicago januari 14 1921 dear mr mccormick may thank gener check one hundr dollar receiv morn assur appreci continu kind hullhous faith jane addam sign,"41.871626,-87.647437",Hull-House
1125,21130,"Jane Addams to Salmon Oliver Levinson. December 23, 1920","Addams, Jane, gratitude;Hull-House, donations",1920-12-23,hullhous 800 south halst street chicago decemb 23 1920 dear mr levinson may thank gener check one hundr dollar came mail morn assur appreci continu kind hullhous faith jane addam sign,"41.8716164,-87.6474573",Hull-House;Thanks
1127,21047,"Jane Addams to Henrietta Octavia Rowland Barnett, October 26, 1920","Addams, Jane, travels",1920-10-26,hullhous 800 south halst street chicago dear friend sent letter directli mr georg vincent time see immin bare possibl new york next week much joy homesick one may thank miss paterson letter send love tell alway devotedli jane addam oct 26 1920,"41.871626,-87.647437",Travels
1135,20952,"Jane Addams to Fannie Fern Phillips Andrews, April 14, 1920","Addams, Jane, requests from;Women's International League for Peace and Freedom, activities",1920-04-14,woman intern leagu peac freedom dear friend invit recent sent nation offic new york invit join intern leagu well section unit state plan success intern suffrag allianc ventur send copi intern constitut two differ set resolut hope may care join u although sorri send copi news sheet give current inform offic geneva constantli send fresh suggest materi individu member mani u find comfort least know directli condit starv europ touch effort made mani countri end war shall grate cooper faith jane addam sign hullhous chicago april 14 1920,"41.8716164,-87.6474573",Peace;Requests
1139,20928,"Jane Addams to Adena Miller Rich, July 21, 1920","Addams, Jane, and Hull-House",1920-07-21,post card jul 21 1920 mr todd could find two clean woman talk mr paig chariti ladi explain mr ward waukegan sorri leav hand hastili j mr kenneth rich hullhous 800 halst st chicago ill,"39.0997265,-94.5785667",Hull-House
1142,20913,"Jane Addams to Hull-House Fresh Air Contributors, July 19, 1920","Addams, Jane, gratitude;Hull-House, donations;Hull-House, programs",1920-19-07,hullhous 800 south halst street chicago juli 19th 1920 dear sir beg acknowledg thank gener contribut fresh air fund administ hullhous hope much may abl summer visit countri club directli north waukegan sheridan road sincer jane addam sign,"41.8716164,-87.6474573",Hull-House;Thanks
1151,20753,"Jane Addams to Friends, April 26, 1920","Women's International League for Peace and Freedom, expansion",1920-04-26,woman intern leagu peac freedom formerli woman intern committe perman peac dear friend invit recent sent nation offic new york invit join intern leagu well section unit state plan success intern suffrag allianc ventur send copi intern constitut differ set resolut hope may care join u although sorri send copi news sheet give current inform offic geneva constantli send fresh suggest materi individu member mani u find comfort least know directli condit starv europ touch effort made mani countri end war shall grate cooper faith jane addam sign hullhous chicago april 26 1920,"41.8716164,-87.6474573",Memberships;Peace
1154,20722,"Jane Addams to Stanley Ross Linn, August 2, 1920","Addams, Jane, and family;health, illness, and disease",1920-08-02,broadmoor colorado spring dear stanley aw nice see enclos return thank mari smith aug 15 go long peak inn also colorado anoth oper oblig care summer mari linn came denver spend sunday u page 2 littl girl ranch oblig come asthma address aug 15 long peak inn est park colorado hope also see walter hope myra fine vacat rest miss reynold gave u glow descript june littl famili whole mari smith send love write alway devot aunt jane addam aug 2 1920 page 3 p stop see marcet girard well happi two fine child,"38.7916057,-104.8482541",Family;Health
1155,20719,"Jane Addams to Mary Church Terrell, April 10, 1920","Addams, Jane, lectures;Addams, Jane, travels;Addams, Jane, requests to",1920-04-10,hullhous 800 south halst street chicago april 10th 1920 dear mr terrel found letter await upon return denver start nation confer new orlean seem difficult arrang lectur suggest howev suggest one two peopl hope someth commun directli hope much abl come event alway faith jane addam sign,"41.8716164,-87.6474573",Lectures;Requests;Travels
1156,20695,"Jane Addams to Ellery Sedgwick, April 9, 1920","Addams, Jane, writings;Addams, Jane, books read;Addams, Jane, requests to",1920-04-09,hullhous 800 south halst street chicago april 9th 1920 dear mr sedgwick return week vacat colorado spring time wrote two review canon barnett book one atlant monthli one yale review felt much reliev thu redeem two promis long sinc made howev read letter learn want review someth quit otherwis enclos meet requir shall least sensit also send copi yale review articl may see attempt one standpoint univers settlement rather absurd apolog careless matter basic difficulti delay long actual forgotten correspond although carri bad conscienc around faith jane addam sign p indic place might shorten suspect page 11 nearli begin articl mind j mr elleri sedgwick atlant monthli 41 mt vernon st boston mass,"41.8716164,-87.6474573",Requests;Writings
1157,20690,"Jane Addams to Charles Hull Ewing, April 9, 1920","Hull-House, donations",1920-04-09,hullhous 800 south halst street chicago dear mr ewe may thank boy club check came colorado spring day mari smith much benefit asthma sure miss culver know much appreci continu help faith jane addam april 9 1920,"41.8716164,-87.6474573",Hull-House;Thanks
1163,20614,"Jane Addams to Anna Marcet Haldeman-Julius, July 14, 1920","Addams, Jane, and family;Addams, Jane, travels",1920-07-14,chautauqua lakesid ohio dear marcet plan leav chicago tuesday come juli 20 burlington 6 pm bring girard wednesday one reason oblig chang wire although think stand alway devotedli jane addam juli 14 1920,"41.538557,-82.7672968",Family;Travels
1171,20551,"William Fisher Byron to Henrietta Octavia Rowland Barnett, July 3, 1920",lectures,1920-07-03,hullhous 800 south halst street chicago juli 3rd 1920 mr samuel barnett hampstead garden suburb london england dear mr barnett enclos letter pond bureau came miss addam leav citi boston cabl follow mail term pond bureau accept declin direct also send duplic letter order avoid possibl loss attend send first letter truli william f byron sign secretari jane addam,"41.8716164,-87.6474573",Lectures
1173,20499,"Jane Addams to Anna Marcet Haldeman-Julius, April 5, 1920","Addams, Jane, and family;Addams, Jane, travels",1920-04-05,antler hotel colorado spring colorado april 5 1920 dear marcet lectur denver boulder mari smith week rest visit lyman nice quit homesick ridicul enough henri come ill let know far come girard mail easter card littl late hope affect hastili yr j addam,"38.833369,-104.8257622",Family;Travels
1177,20435,"Jane Addams to Julius Rosenwald, June 28, 1920","Hull-House, donations;Hull-House, support for",1920-06-28,hullhous 800 south halst street chicago june 28th 1920 dear mr rosenwald made list donor give fifti dollar year cours mani give ten dollar year smaller list give twentyf fresh air list larg number five dollar giver good old day abl say five dollar would provid one child two week shall send list ten twentyf dollar contributor hear contrari shall send list sincer gratitud mr hutchinson faith jane addam sign p cours mani year mr bowen gave 2500 put annual contribut sinc gave endow bowen hall,"41.8716164,-87.6474573",Hull-House;Philanthropy
1179,20428,"Jane Addams to Anna Marcet Haldeman-Julius, June 26, 1920","Addams, Jane, and family;Addams, Jane, personal life;Addams, Jane, travels",1920-06-26,woman intern leagu peac freedom formerli woman intern committe perman peac dear marcet certainli come see way denver spend sunday juli 18 th arriv denver tuesday juli 20 th write later train date henri may sure expect grandaunt time havent seen manuel town lectur quaker alway devotedli jane addam june 26 1920,"41.8781136,-87.6297982",Family;Travels
1190,20343,"Jane Addams to Henrietta Octavia Rowland Barnett, April 1920 (fragment)",child welfare;lectures,1920-04,page miss take question dr helen boyl secur speak engag depend upon well known among physician america cours much interest subject recent year chicago establish first psychopath clinic studi delinqu child headquart within block hullhous unfortun late talk movement wise suffer slight eclips consequ delight come alway affection jane addam sign p write,"41.8781136,-87.6297982",Lectures
1196,20248,"Jane Addams to Stanley Ross Linn, February 13, 1920","Addams, Jane, and family",1920-02-13,intern committe woman perman peac section unit state america woman peac parti offic 116 south michigan avenu chicago illinoi febi 13 1920 dear stanley send jane chair belong parlor set mother great grandmoth gave one like weber littl girl save last three esther daughter use meantim chair sent corona california suppos express nearer right could write express offic anxiou hear myra write alway devot aunt jane addam,"41.8802312,-87.6245874",Family
1198,20221,"Jane Addams to Wilbur Kelsey Thomas, January 24, 1920","Addams, Jane, and European relief",1920-01-24,abraham lincoln centr 700 oakwood boulevard chicago mr parker sunday school class soul church 2 food fund 500 mr quakenbush hullhous chicago dear mr thoma mite inde 7 00 hastili jane addam jani 24 1920,"41.8716164,-87.6474573",Relief Efforts
1204,20116,"Jane Addams to Stanley Ross Linn, January 24, 1920","Addams, Jane, and family",1920-01-24,intern committe woman perman peac section unit state america woman peac parti offic 116 south michigan avenu chicago illinoi dear stanley aunt laura gone california winter least part two old friend mr winter sister taken apart near lo angel enclos address aw nice aunt laura visit show littl someth countri ford plea thank myra dear xma letter glad miss reynold go hous spring love member happi famili alway devot aunt jane p ill ask esther send aunt laura address jani 24 1920,"41.8781136,-87.6297982",Family
1205,20114,"Jane Addams to Anna Marcet Haldeman-Julius, January 24, 1920","Addams, Jane, and family",1920-01-24,intern committe woman perman peac section unit state america woman peac parti offic 116 south michigan avenu chicago illinoi jani 24 1920 dear marcet letter gave much pleasur long vivid warm sen seen child manuel call yesterday report well farm leav everlast speak food condit detroit toledo time mari smith colorado april tri desper hard visit girard way back meantim grate letter bless everi day alway devot aunt jane addam p novel sound aw interest get help care alic sensibl thing,"41.8716164,-87.6474573",Family;Travels
1206,20100,"Jane Addams to Lillian D. Wald, October 28, 1919","Women's International League for Peace and Freedom, finances;Addams, Jane, gratitude",1919-10-28,woman intern leagu peac freedom octob 28th 1919 dear miss wald may thank gener contribut collect zurich congress success everi point view hope send offici report delay print paper difficulti therefor write let know report come also tell made intern member receiv news sheet time time public gener contribut made congress possibl help establish intern offic geneva move near secretariat leagu nation miss emili balch resid new work start greatest enthusiasm thank great kind faith jane addam sign,"41.8781136,-87.6297982",Finances;Peace
1212,20038,"Jane Addams to Lydia G. Wentworth, February 10, 1920","Addams, Jane, requests from;Women's International League for Peace and Freedom, activities",1920-02-10,woman intern leagu peac freedom formerli woman intern committe perman peac intern offic geneva 19 bd georgesfavon dear friend januari tenth invit sent nation offic new york invit join intern leagu well section unit state plan work well intern suffrag allianc ventur send account zurich congress publish english section copi constitut two set resolut hope may care join u although sorri send copi news sheet give current inform offic geneva constantli send fresh suggest materi individu member mani u find comfort least know directli condit starv europ touch effort made mani countri end war shall grate cooper faith jane addam sign hullhous chicago februari 10th 1920,"41.8781136,-87.6297982",Memberships;Peace
1213,19995,"Jane Addams to Florence Kelley, December 15, 1919","Addams, Jane, requests to;Addams, Jane, lectures",1919-12-15,hullhous 800 south halst street chicago decemb 15th 1919 dear f k glad speaker section new orlean meet howev shall work titl littl later quit care mr lovejoy bed bronchiti therefor much given long letter alway devotedli jane addam sign,"41.871626,-87.647437",Lectures
1215,19966,"William Fisher Byron to Wilbur Kelsey Thomas, December 13, 1919","Europe, relief efforts in;Addams, Jane, and European relief",1919-12-13,hullhous 800 south halst street chicago decemb 13th 1919 dear mr thoma enclos check five dollar mr mose l purvin 6512 kenwood ave chicago one similar amount soul sunday school sent miss edith floyd jone abraham lincoln center 700 oakwood blvd chicago german child pleasant surpris yesterday mr mr smedley philadelphia josh bailey brother came hous found mani mutual acquaint sure pleasant real friend hym sermon middl west appeal sincer william f byron sign secretari jane addam,"41.871626,-87.647437",Relief Efforts
1220,19919,"Jane Addams to Anita McCormick Blaine, December 12, 1919","Hull-House, donations;Addams, Jane, gratitude",1919-12-12,hullhous 800 south halst street chicago dear mr blain thank much big check came morn make differ end account 1919 sure know grate kind hh alway affection jane addam dec 12 1919,"41.8716164,-87.6474573",Hull-House
1222,19915,"Jane Addams to Myra Harriet Reynolds Linn, December 11, 1919","Addams, Jane, and family;holidays and celebrations",1919-12-11,hullhous 800 south halst street chicago dec 11 1919 dear myra told must get thing earli year mine went today payment stanley came farm john buri thought perhap would like blue tabl cover woven hullhous one best bit weav done littl thing jane simpl go best love merri xma alway love aunt jane addam,"41.8716164,-87.6474573",Family;Holidays
1223,19912,"Jane Addams to Paul Underwood Kellogg, December 11, 1919","Addams, Jane, views on peace;World War I, aftermath",1919-12-11,hullhous 800 south halst street chicago dear mr kellogg thank much enclos letter constantli get cabl food situat germani prison siberia matter european think much gener realiti revers enclos petit came yesterday holland futil afraid good wish season faith jane addam,"41.8716164,-87.6474573",Peace
1224,19906,"Jane Addams to Leonora O'Reilly, February 9, 1920","Women's International League for Peace and Freedom, activities",1920-02-09,woman intern leagu peac freedom formerli woman intern committe perman peac dear friend may express appreci becom direct member intern organ report zurich congress still delay send account publish english branch copi constitut two set resolut shall glad suppli latter use hope call upon servic may abl render sure materi receiv geneva convinc valu nation bodi least comfort know directli condit starv europ begin genuin effort end war faith jane addam sign hullhous chicago febi 9th 1920,"41.8781136,-87.6297982",Peace
1227,19895,"Jane Addams to Anna Marcet Haldeman-Julius, December 10, 1919","Addams, Jane, and family;holidays and celebrations",1919-12-10,dear marcet tri fulfil post offic request send xma parcel earli plea dont open xma morn hope thing joey alic suffici alik avoid content simpl see blanket knit page 2 henri got aw grimi process h h imposs keep white wool clean goe littl brother best love merri christma love entir famili alway love aunt jane decemb 10 1919,"41.8716164,-87.6474573",Family;Holidays
1228,19886,"Jane Addams to Mary Taylor Reeves Foulke, December 9, 1919","Addams, Jane, lectures",1919-12-09,hull hous 800 south halst street chicago dec 9 1919 dear mr foulk found sunday dec 14 conflict engag come richmond postpon may write date settl accept kind invit conveni janet full talk xma play send love alway faith jane addam,"41.8716164,-87.6474573",Lectures;Travels
1229,19874,"Jane Addams to Wilbur Lucius Cross, October 21, 1919","Addams, Jane, requests to;Addams, Jane, writings",1919-10-21,hullhous 800 south halst street chicago octob 21st 1919 dear mr cross present time taken speak engag shall glad write someth littl later shall much interest miss barnett miller articl tell experi constantinopl sincer jane addam sign,"41.8716164,-87.6474573",Requests;Writings
1230,19873,"Jane Addams to Harriet Park Thomas, December 7, 1919","Europe, relief efforts in",1919-12-07,woman intern leagu peac freedom intern offic geneva 19 bd georgesfavon dear mr thoma materi letter miss hobhous england might possibl get money definit situat describ hastili jane addam dec 7 1919,"41.8781136,-87.6297982",Relief Efforts
1241,19740,"Jane Addams to Arthur Taylor Aldis, October 17, 1919","Hull-House, donations;Addams, Jane, gratitude",1919-10-17,hullhous 800 south halst street chicago dear mr aldi letter quotat mr hoover seem cross may thank speech gener check assur appreci kind hullhous faith jane addam oct 17 1919,"41.8716164,-87.6474573",Hull-House;Thanks
1247,19698,"Jane Addams to Salmon Oliver Levinson, December 4, 1919","Hull-House, donations;Addams, Jane, requests from",1919-12-04,hullhous 800 south halst street chicago decemb 4th 1919 dear mr levinson ventur remind gener check one hundr dollar contribut hullhous last dec hope may care renew year candor compel state usual larg one would grate check usual denomin cost maintain group twelv build cours increas enorm club fill overflow especi men boy come back oversea camp seem especi eager educ advantag wider contact american life feel present situat concern leagu nation hope opportun talk faith jane addam sign,"41.871626,-87.647437",Hull-House
1248,19697,"Jane Addams to Anita McCormick Blaine, December 4, 1919","Hull-House, donations;Addams, Jane, gratitude",1919-12-04,hullhous 800 south halst street chicago dear mr blain may remind annual donat hullhous gener given mani year come decemb undertak boom year year feel littl justifi yearli clamor alway devotedli jane addam dec 4 1919,"41.871626,-87.647437",Hull-House
1249,19696,"William Fisher Byron to Wilbur Kelsey Thomas, December 3, 1919","Europe, relief efforts in",1919-12-03,hullhous 800 south halst street chicago decemb 3rd 1919 dear mr thoma mr e e smith whose check 62 sent written boy soul sunday school contribut money wish use german rather austrian assur would glad compli request sincer william f byron sign,"41.871626,-87.647437",Relief Efforts
1250,19683,"Jane Addams to Lillian D. Wald, September 30, 1919","Addams, Jane, relationship with Lillian Wald;peace movement, activities of",1919-09-30,hullhous 800 south halst street chicago sept 30 1919 dearest ladi want thank kind good assur appreci gratitud interest day washington ad satisfactori philadelphia experi caus advanc much save though quaker may send new photograph russian friend love alway devotedli jane addam,"41.8716164,-87.6474573",Peace;Travels
1253,19668,"Jane Addams to Hannah Clothier Hull, December 2, 1919","Addams, Jane, requests to",1919-12-02,woman internaion leagu peac freedom intern offic geneva 19 bd georgesfavon dear mr hull get check hurriedli morn aw sorri miss meet affection jane addam dec 2 1919,"41.8716164,-87.6474573",Meetings
1255,19646,"Jane Addams to Harold LeClair Ickes, September 6, 1919","Addams, Jane, requests to",1919-09-06,hullhous 800 south halst street chicago dear mr ick ms came cedarvil best return correct copi affection greet mr ick hope see return east faith jane addam sept 6 1919,"41.8716164,-87.6474573",Requests;Writing
1256,19637,"Jane Addams to Anna Marcet Haldeman-Julius, December 25, 1919","Addams, Jane, and family;Addams, Jane, personal life",1919-12-25,hullhous 800 south halst street chicago dec 25 1919 dear marcet thank much dear letter big check pop littl fund put louis two year u c return oct beauti gaieti make quit success although scholarship wait proven jolli sound kiddi much wish could see bless moment offer novel spell success sure love congratul rather yr ja,"41.8716164,-87.6474573",Family
