,Identifier,Title,Subject,Date,Text,locations,tags
1750,14791,"Jane Addams to Anita McCormick Blaine, January 17, 1917","Addams, Jane, requests from;peace movement, financial support for",1917-01-17,intern committe woman perman peac section unit state america woman peac parti offic 116 south michigan avenu chicago illinoi januari 17th 1917 dear mr blain enclos letter send member woman peac parti explain woman congress war clearli abl put small compass quit agre feel better men woman thing togeth intern affair yet woman opportun work men begin congress exactli done municip state nation affair although later recogn enclos list contribut alreadi promis felt could give u one thousand dollar enorm grate alway devotedli jane addam sign,"41.8802312,-87.6245874",Finances;Peace
1752,14775,"Jane Addams to Zona Gale, May 2, 1917","Addams, Jane, requests from",1917-05-02,western union day letter may 2 1917 miss zona gale portag wisconsin letter receiv plea lunch tomorrow mr wilmarth room eighteen hundr two congress hotel half past twelv jane addam charg woman peac parti 116 south michigan avenu,"41.8802312,-87.6245874",Meetings
1755,14725,"Eleanor Daggett Karsten to Josephine Hannah Halsne, May 4, 1917","peace movement, activities of;Addams, Jane, requests to",1917-05-04,may 4th 1917 dear mr halsn letter address miss addam refer take great pleasur send separ cover materi refer work woman peac parti includ see applic blank membership would urg join u sympathi work perhap secur member time great import ralli caus mani member possibl send literatur time time strengthen caus strengthen encourag like belief need encourag give cooper also enclos copi program issu chicago branch give suggest work war time sincer offic secretari mr john halsn 136 john street dekalb illinoi,"41.8802312,-87.6245874",Peace;Requests
1759,14671,"Eleanor Daggett Karsten to Carl A. Ryan, April 25, 1917","peace movement, activities of",1917-04-25,april 25th 1917 dear mr ryan miss addam ask send copi program war time execut board woman peac parti adopt think interest also enclos materi refer militari train school matter stand minnesota question legislatur think go believ matter utmost import sincer offic secretari mr c ryan seci world peac associ northfield minnesota,"41.8802312,-87.6245874",Peace
1761,14665,"Eleanor Daggett Karsten to Mary Derrick Coleman, April 25, 1917","peace movement, activities of",1917-04-25,april 25th 1917 dear mr coleman miss addam ask answer kind letter april 21st send materi refer organ woman peac parti also enclos copi program war time publish execut board woman peac parti send quit pamphlet refer militari train school compulsori militari servic two measur feel combat everi way enclos also applic membership woman peac parti hope feel interest alli u receiv notic pamphlet sent organ group woman connect wish affili woman peac parti would glad inde mean annual membership 500 wherea individu membership 100 answer question way plea let know shall glad inde sincer offic secretari mr coleman manhattan kansa rfd 8,"41.8802312,-87.6245874",Peace
1762,14659,"Eleanor Daggett Karsten to Maurice Browne April 25, 1917","Addams, Jane, requests from;peace movement, activities of",1917-04-25,april 25th 1917 dear mr brown miss addam ask refer enclos letter hope may abl give writer inform desir sincer offic secretari mr mauric brown 410 south michigan avenu chicago,"41.8802312,-87.6245874",Peace;Requests
1763,14654,"Eleanor Daggett Karsten to Jewel Cutler, January 10, 1917","peace movement, activities of",1917-01-10,januari tenth 1917 dear miss cutler letter januari 7th address miss addam refer take great pleasur send separ cover bibliographi refer question world peac internation think perhap list distribut includ may use purpos enclos materi includ sever suggest program school celebr possibl may use minneapoli public librari publish sever brief bibliographi along line distribut reader perhap might interest care addit copi materi send glad inde send sincer offic secretari miss jewel cutler 1539 walker de moin iowa,"41.8802312,-87.6245874",Peace;Requests
1764,14649,"Jane Addams to William Isaac Hull, April 24, 1917","Addams, Jane, requests from;peace movement, activities of",1917-04-24,western union day letter april 24th 1917 prof wm hull swarthmor colleg swarthmor pennsylvania written altern plan submit presid februari meet kindli send wish special purpos within next day cordial greet mr hull jane addam charg woman peac parti 116 michigan ave,"41.8802312,-87.6245874",Peace;Requests
1765,14642,"Jane Addams to Dorothy North, April 23, 1917","Addams, Jane, gratitude",1917-04-23,thank much enclos illumin talk mr irv must tell j,"41.8781136,-87.6297982",Thanks
1767,14626,"Jane Addams to Harriet Park Thomas, January 9, 1917","peace movement, activities of",1917-01-09,western union telegram januari 9th 1916 1917 mr william thoma 648 munsey build washington dc would meet twelfth possibl mr mead fourteenth plea repli philadelphia sixti three twenti overbrook avenu overbrook jane addam charg woman peac parti 1506 lakeview build,"39.987519,-75.2507432",Meetings;Peace;Requests
1768,14623,"Jane Addams to Stanley Ross Linn, January 9, 1917","Addams, Jane, and family;Addams, Jane, financial dealings",1917-01-09,hullhous 800 south halst street chicago dear stanley much touch new year present shall take philadelphia whither go pm hope babi better goe well happi famili miss reynold say room ford barn case cours may page 2 better wait build garag although cours want garag soon possibl mani thank much love myra devotedli jane addam jani 9 1917 p think bank interest show thrifti good quit fill pride,"41.8716354,-87.6474381",Family
1769,14598,"Jane Addams to Paul Underwood Kellog, January 7, 1917","Addams, Jane, travels",1917-01-07,hullhous 800 south halst street chicago januari 7 1917 dear mr kellogg expect arriv philadelphia 10th go new york uncertain sure would better plan good wish new year sincer jane addam co miss clara young 6320 overbrook ave overbrook penn paul u kellogg esq new york ny,"41.8716354,-87.6474381",Travels
1771,14577,"Jane Addams to Harriet Park Thomas, November 25, 1915","Addams, Jane, requests from;press, the",1915-11-25,hotel mcalpin greeley squar new york citi dear mr thoma good thing paper sent separ cover dont think want reprint repli kindli seci hastili jane addam nov 25 1915,"40.7498766,-73.9879872",Requests
1774,14529,"Eleanor Daggett Karsten to Eva Marie Campbell, April 19, 1917","peace movement, activities of;Addams, Jane, requests to",1917-04-19,april 19th 1917 dear miss campbel miss addam ask answer letter april 15th gener offer servic peac work open chicago small staff nation offic complet limit fund dispos permit enlarg way howev excel opportun believ work volunt suggest carri teach iowa citi miss klingenhagen dean woman univers iowa believ much interest peac work sure cooper would help would caus also send separ cover materi refer work believ interest wish much effort group colleg woman univers might organ branch woman peac parti branch recent form univers michigan number colleg repres organ sincer offic secretari miss eva campbel 628 north linn street iowa citi iowa,"41.8802312,-87.6245874",Peace;Requests
1776,14474,"Jane Addams to Lola Maverick Lloyd, April 17, 1917","Addams, Jane, gratitude",1917-04-17,dear mr lloyd thank miss holbrook much posi found hullhous one appreci kind much day hope see soon devotedli jane addam april 17 1917,"41.8781136,-87.6297982",Thanks
1777,14473,"Secretary to Jane Addams to Rutherford Thompson Johnstone, November 23, 1915","Addams, Jane, requests to;peace movement, activities of",1915-11-23,novemb 23 1915 dear mr johnston letter novemb 16th complianc request send separ cover copi hagu congress report offic copi report last hagu tribun would refer american peac societi colorado build washington dc way serv time plea let u know sincer assist secretari mr r johnston beaver fall pennsylvania,"41.8781136,-87.6297982",Peace;Requests
1781,14443,"Secretary to Jane Addams to Minnie Edith Bemis Hayes, November 22, 1915","peace movement, activities of",1915-11-22,novemb 22nd 1915 dear mr hay letter address miss jane addam came morn send separ cover number pamphlet woman peac parti think help prepar program peac day way offic servic plea let u know sincer assist secretari mr minni hay conway new hampshir,"41.8781136,-87.6297982",Peace;Requests
1783,14244,"Mabel L. Hyers to Daisy Touzon Kay, November 17, 1915","peace movement, activities of",1915-11-17,novemb 17th 1915 dear mr kay good know club contempl meet peac pleasur send separ cover literatur think help newspap clip part valu whatev either fact paint effici report activ might say pas woman peac parti one hundr fifti group four hundr fifti nation member asid join group sincer assist secretari mr daisi kay morocco indiana,"41.8781136,-87.6297982",Peace
1792,14118,"Eleanor Daggett Karsten to Mary Seiple Dellinger, March 22, 1917","peace movement, women and",1917-03-22,march 22nd 1917 dear mr delling miss addam away citi letter refer offic take great pleasur send separ cover materi refer effect woman work prevent war afraid exactli want may use also send materi may interest refer work sincer offic secretari mr mari delling bloomvil ohio,"41.8802312,-87.6245874",Peace
1799,14020,"Eleanor Daggett Karsten to Donald Angus McQueen, March 17, 1917","peace movement, activities of",1917-03-17,march 17th 1917 dear mr mcqueen ill away offic time return find letter address miss addam includ suggest memori presid desk miss addam town time away april write mere thank let know receiv offic think memori excel one understand speak 25th march mass meet harvey execut secretari mr william thoma also speak hope take opportun talk refer question militari train school washington last two month devot attent especi question also particularli interest hear held differ citi illinoi refer bill state legislatur call militari train school boy age sixteen nineteen sure abl give mr thoma valuabl suggest refer best method attack sincer offic secretari mr mcqueen 2034 west 111th st chicago illinoi,"41.8802312,-87.6245874",Peace
1803,13994,"Florence Wells Young to Rosika Schwimmer, August 31, 1914","Addams, Jane, travels",1914-08-31,hullhous 800 south halst street chicago august 31 1914 dear miss schwimmer miss addam expect return chicago middl septemb come directli hullhous present howev east may address hull cove main commun sent hullhous gladli preserv request miss addam return bring promptli possibl attent sincer florenc w young sign seci miss rosika schwimmer new york,"41.8716354,-87.6474381",Travels
1805,13986,"Eleanor Daggett Karsten to Harriet Taylor Upton, March 24, 1917","Addams, Jane, health of;peace movement, activities of",1917-03-24,march twentyfourth 1917 dear mr upton miss addam appreci much letter explain attitud miss dupont connect action execut council nation woman suffrag associ miss addam florida recuper rapidli happi say especi want copi resolut pas recent confer woman peac parti new york citi sincer mr harriet taylor upton mason build warren ohio enc,"41.8802312,-87.6245874",Health;Peace
1806,13985,"Eleanor Daggett Karsten to Gladys Emelora Sinclair, March 24, 1917","peace movement, activities of;World War I, opposition to;World War I, United States entry",1917-03-24,march twentyfourth 1917 dear mr sinclair letter march 11th address miss addam refer offic miss addam absenc citi write say suggest call nation convent woman bring pressur war one would requir great deal time money work effect wish convent might call seem practic time howev someth told washington effect done send mani messag possibl either wire letter postal presid congressman state urg declar war time also express strong opposit compulsori militari servic strong probabl measur consid come session congress pas influenc war scare tremend pressur brought bear accomplish urg everyon therefor send messag suggest urg other believ effect thing time sincer offic secretari mr john f sinclair 312 north raymond st pasadena california,"41.8802312,-87.6245874",Peace;World War I
1808,13961,"Jane Addams to Harriet P. Thomas, March 16, 1917","Addams, Jane, health of;Addams, Jane, memberships in organizations;peace movement, activities of",1917-03-16,march 16 1917 dear ladi glad back sure find well chicago offic mr karsten return wonder weather improv fast cherish hope normal human upon return curiou hear page 2 washington situat never becam member emerg feder ny washington although suspect public never knew certainli dont want go back startl clip isnt present develop strang hope wont feel must return april 16 event see send materi file alway devotedli jane addam,"28.555001,-81.6331299",Health;Peace
1810,13945,"Jane Addams to Eleanor Daggett Karsten, March 24, 1917","peace movement, activities of;peace movement, organization of",1917-03-24,hotel windsor jacksonvil fla dear mr karsten leav florida today next stop summervil south carolina address pine forest inn summervil car plan washington april 10 th arriv monday even 9 th leav 11 th written mr post suggest confer mani member board wpp conveni come page 2 usa situat chang rapidli sinc last meet think confer would great comfort u could washington confer 7 th saturday would better other although easter sunday apt find peopl plan plea call meet confer meet 10 th hotel raleigh washington make clear board member expect make extraordinari effort come page 3 ask telegraph much prefer 7 th hear 10 th stand want overdo meet crisi like fact woman organ util may littl offset type organ plea show letter mr thoma write certainli chicago hope washington tenth plea dont overdo believ devotedli jane addam march 24 1917,"30.328937,-81.659251",Peace
1816,13925,"Eleanor Daggett Karsten to Anna Tabor Nickerson, March 14, 1917","peace movement, activities of",1917-03-14,march 14th 1917 dear miss nickerson take great pleasur answer letter februari 7th address miss addam absent citi give inform refer organ woman peac parti send separ cover materi refer work includ copi platform congression program adopt recent annual meet washington also copi principl recent endors execut board meet special session state chairman chairman group affili organ new york show stand present crisi also principl embodi platform enclos letter applic blank membership woman peac parti copi constitut give condit organ may becom affili woman peac parti name payment annual fee five dollar particularli interest present question militari train school univers militari servic includ packag send materi along line question would like ask hope write arrang work state superintend depart peac arbitr woman christian temper union help furnish materi bibliographi suggest subject discus hope call upon u freeli sincer offic secretari miss anna nickerson st edward nebraska enc,"41.8802312,-87.6245874",Peace
1824,13769,"Eleanor Daggett Karsten to Margaret Motherwell Johnson Lane, February 14, 1917","Addams, Jane, requests from;Addams, Jane, memberships in organizations;peace movement, activities of;meetings",1917-02-14,woman peac parti section unit state intern committe woman perman peac nation offic room 1506 116 michigan ave chicago februari fourteenth 1917 dear mr lane enclos copi letter sent yesterday state chairman chairman branch affili organ call emerg meet execut board togeth state chairman chairman branch affili organ februari 21st hotel mcalpin see state letter inform refer meet secur offic miss addam ask write refer say meet call hurriedli time commun offic refer felt sure would will give inform loss call inform give refer meet contain letter name session hotel mcalpin ten thirti two thirti possibl even wednesday februari 21st would kind enough call manag hotel arrang parlor day also would kind enough engag room miss jane addam doubl bed bath would grate great admir prompt effici work crisi sincer eleanor g karsten sign offic secretari mr margaret lane 70 fifth avenu new york citi,"41.8802312,-87.6245874",Meetings;Peace;Requests
1825,13768,"Eleanor Daggett Karsten to Emma Marie Campen, February 14, 1917","Addams, Jane, and peace movement;Addams, Jane, memberships in organizations;Addams, Jane, requests from;meetings;war, opposition to",1917-02-14,februari fourteenth 1917 dear miss campen miss addam ask answer letter tuesday tell arrang antiwar mass meet coliseum sunday februari 18th two thirti much hope may present pas word friend coliseum seat ten thousand see larg gather sincer offic secretari miss e campen 456 belden avenu chicago illinoi,"41.8781136,-87.6297982;41.923775,-87.6508875",Meetings;Peace;Requests
1828,13752,"Jane Addams to Arthur Taylor Aldis, December 13, 1916","Addams, Jane, requests from;Hull-House, finances",1916-12-13,hullhous 800 south halst street chicago decemb 13 1916 dear mr aldi mani year kindli given u 25 decemb realiz way bind help u grate would renew subscript year much appreci kind hous past faith jane addam sign arthur aldi esq chicago illinoi,"41.8716354,-87.6474381",Finances;Hull-House
1830,13738,"Jane Addams to Lucy Biddle Lewis, January 30, 1917","Addams, Jane, travels",1917-01-30,januari thirtieth 1917 dear mr lewi two letter come togeth surmis sure 23rd earli enough sail give u time write twice situat develop get repli dr jacob sheer blunder send copi write keep inform develop hope daughter better get affect brutal chicago climat plea give cordial greet mother sister devotedli mr j reec lewi lansdown pennsylvania,"41.8781136,-87.6297982",Health;Travels
1831,13708,"Jane Addams to Salmon Oliver Levinson, January 30, 1917","Addams, Jane, health of;peace movement, financial support for;peace movement, activities of",1917-01-30,intern committe woman perman peac section unit state america woman peac parti offic 116 south michigan avenu chicago illinoi januari thirtieth 1917 dear mr levinson telephon offic develop attack bronchiti bed almost time sinc stay hull hous winter owe somewhat slow convalesc live 12 west walton place friend miss mari rozet smith hope interest congress woman war see enclos letter labori collect fund pacifist rather day even mean interest woman congress time place natur case present indefinit perhap find time read enclos circular letter sent member woman peac parti let come offic day leav citi talk hope presum upon interest pacifist like call better world order faith jane addam sign salmon levinson esq 76 west monro st chicago illinoi,"41.8802312,-87.6245874",Health;Peace
1836,13686,"Jane Addams to Sarah Alice Addams Haldeman, March 6, 1914","Addams, Jane, and family;Addams, Jane, travels",1914-03-06,grove park inn ashevil n c dear alic wonder comfort hotel beauti mountain spot although snow rain almost everi minut sinc done lot write sleep howev feel fine page 2 sorri give girard see enclos atlanta seem pretti exig four hour away birmingham sent clip miss starr yesterday hope see marcet chicago stay congress hotel would stair perhap could come h h page 3 return march 16 hope chang see littl ladi act mr bowen send love alway devot sister jane addam march 6 1914,"35.6202725,-82.5413535",Family;Travels
1838,13672,"Eleanor Dagget Karsten to Elizabeth Brennan, January 29, 1917","peace movement, activities of;lectures",1917-01-29,januari twentyninth 1917 dear miss brennan miss addam ask answer letter januari 25th thank inform refer mr skeffington hope much woman peac parti may abl arrang luncheon mr skeffington opportun hear speak kindli let know definit term date would avail one oclock luncheon regret say mr thoma washington present legisl work woman peac parti written glow account mr skeffington talk wait hear definit mr skeffington visit return clip sent miss addam sincer offic secretari miss elizabeth brennan lake bluff illinoi,"41.8802312,-87.6245874",Lectures;Peace
1840,13669,"Jane Addams to Jacob Henry Schiff, January 29, 1917","peace movement, financial support for",1917-01-29,intern committe woman perman peac section unit state america woman peac parti offic 116 south michigan avenu chicago illinoi dear mr schiff may thank contribut congress war reach morn good help u might easili seem foolish undertak seem u social well practic valu perhap let explain fulli next summer affection greet mr schiff miss smith faith jane addam jani 29 1917,"41.8802312,-87.6245874",Peace
1841,13653,"Eleanor Daggett Karsten to James Woodburn Hamilton, December 5, 1916","peace movement, activities of;Addams, Jane, requests to",1916-12-05,decemb fifth 1916 dear mr hamilton miss addam ask acknowledg letter recent date contain enclosur plan refer peac work leav tomorrow annual meet washington preliminari program enclos herewith take correspond fulli upon return sincer offic secretari mr j w hamilton 593 laurel avenu st paul minnesota,"41.8802312,-87.6245874",Peace;Requests
1842,13647,"Eleanor Daggett Karsten to Rebecca Shelley, December 4, 1916","peace movement, organization of;peace movement, activities of",1916-12-04,decemb fourth 1916 dear miss shelli mr lloyd spoken miss addam refer present plan american neutral confer committe annual meet miss addam ask write refer matter question brought committe meet seem member committe activ american neutral confer committe would cover miss balch talk sunday miss addam call miss balch attent point ask emphas work committe sincer offic secretari miss rebecca shelli 70 fifth ave new york citi,"41.8802312,-87.6245874",Meetings;Peace
1843,13645,"Eleanor Daggett Karsten to Margarete Selenka, December 4, 1916","peace movement, organization of",1916-12-04,decemb fourth 1916 dear mr selenka miss addam ask acknowledg letter novemb 28th tell happi see washington meet woman peac parti open public member woman peac parti wear vote badg permit vote badg given meet accord regul contain constitut refer vote member miss addam ask send enclos copi preliminari program also announc confer oppress depend nation follow meet sincer offic secretari mr margareth selenka hotel le marqui 12 east 31st st new york citi,"41.8802312,-87.6245874",Memberships;Peace
1844,13644,"Eleanor Daggett Karsten to Neena Hamilton Pringsheim, December 4, 1916","peace movement, activities of",1916-12-04,decemb fourth 1916 dear dr pringsheim miss addam ask write acknowledg letter novemb 29th tell glad see washington annual meet woman peac parti request enclos copi preliminari program also announc confer oppress depend nation held immedi meet sincer offic secretari dr n h pringsheim 523 madison ave plainfield new jersey,"41.8802312,-87.6245874",Meetings;Peace
1849,13626,"Jane Addams to Myra Harriet Reynolds Linn, January 28, 1917","Addams, Jane, and family;health, illness, and disease",1917-01-28,12 west walton place dear myra carri week babi husband think much time hope good spirit hold noth sinc telegram week ago hope dont mind telegraph get anxiou page 2 day go doubt everi possibl care sure know allow full time convalesc plea give best love stanley kiss babi alway love aunt jane addam jani 28 1917,"41.9001376,-87.6290303",Family;Health
1850,13625,"Jane Addams to Anna Marcet Haldeman-Julius, January 28, 1917","Addams, Jane, and family",1917-01-28,12 west walton place dear marcet send box contain littl comfort purchas french bazaar mari smith babi jacket knit clara landsberg huge blanket knit big afraid keep page 2 babi second crib packag set forth love best wish u new mother babi henri alic case may best love happi famili alway love aunt jane addam jani 28 1917 page 3 p saw mr fox yesterday expect go girard cours promis come see u start let know come cedarvil five book sent come must scold publish,"41.9001376,-87.6290303",Family
1854,13585,"Eleanor Daggett Karsten to Henri LaFontaine, January 25, 1917","Addams, Jane, requests to",1917-01-25,januari twentyf 1917 dear mr lafontain miss addam ask apolog fact earlier answer kind letter owe mistak reach last night wish say follow sever line may lead engag hope much may case write earliest possibl moment sincer offic secretari mr h lafontain hotel statler buffalo new york,"41.8802312,-87.6245874",Requests
1856,13575,"Eleanor Daggett Karsten to Madeleine Zabriskie Doty, January 25, 1917","Addams, Jane, requests to;Addams, Jane, travels;Addams, Jane, and peace movement",1917-01-25,januari twentyfifth 1917 dear miss doti miss addam ask write say quit like send messag suggest fraulein heymann go holland soon may want get passport feel would perhap wiser send messag time might find much difficult later wish go holland spring make arrang sincer offic secretari miss madelein z doti 83 washington place new york citi,"41.8802312,-87.6245874",Peace;Requests;Travels
1857,13567,"Eleanor Daggett Karsten to Mary Reid Cory, January 25, 1917","Addams, Jane, gratitude",1917-01-25,januari twentyfifth 1917 dear miss cori miss addam ask acknowledg letter januari 22nd thank pamphlet sent littl lesson philosophi much interest see sincer offic secretari miss mari reid cori 34 halstead street east orang new jersey,"41.8802312,-87.6245874",Thanks
1863,13527,"Eleanor Daggett Karsten to Rosa Manus, January 24, 1917","peace movement, activities of",1917-01-24,intern committe woman perman peac offic keizersgracht 467469 amsterdam januari twentyfourth 1917 dear miss manu request miss addam send copi ballot fill recent meet american committe five icwpp duplic ballot sent also miss thora daugaard sincer eleanor g karsten sign miss rosa manu 9 rosenvanget side alle kopenhagen denmark,"41.8802312,-87.6245874",Peace
1865,13507,"Jane Addams to Myra Harriet Reynolds Linn, December 3, 1916","Addams, Jane, and family",1916-12-03,hullhous 800 south halst street chicago dear myra send work box belong stanley mother use ever sinc rememb must quit old somewhat batter movement essenti sound hope enjoy use leav washington dc wednesday dec 6 gone 14 th hope babi better page 2 doctor advis cow would better get one send xma money soon return cours would hesit cow ford babi better fed former washington address co hotel ebbitt f st 14 th st washington dc love alway love aunt jane dec 3 1916 p xma packag go earli avoid crowd mail sent pictur corona express hope like,"41.8716354,-87.6474381",Family;Holidays
1867,13502,"Eleanor Daggett Karsten to Arthur Deerin Call, February 6, 1917","conferences;peace movement, activities of",1917-02-06,februari sixth 1917 dear mr call miss addam ask say offici deleg woman peac parti confer peac worker held new york citi februari 22nd 23rd hotel biltmor mr lucia ame mead mr william thoma miss grace abbott happi accept hospit church peac union send notic new york branch also send one two guest offici deleg three mention sincer offic secretari mr arthur call secretari american peac societi colorado build washington dc,"41.8781136,-87.6297982",Conferences;Peace
1871,13489,"Harriet Park Thomas to Clara Jane Bryant Ford, December 1, 1916","peace movement, activities of;Addams, Jane, requests from",1916-12-01,decemb first 1916 dear mr ford miss addam ask call attent announc annual meet woman peac parti confer oppress depend nation follow immedi upon would great gratif offic member woman peac parti could attend meet feel sure interest cordial remembr mr ford believ sincer mr henri ford detroit michigan,"41.8802312,-87.6245874",Peace;Requests
1872,13483,"Eleanor Daggett Karsten to John James Doyne, January 24, 1917","Addams, Jane, requests to",1917-01-24,januari twentyfourth 1917 dear presid doyn miss addam ask acknowledg letter januari 18th say appreci greatli invit speak meet arkansa teacher associ april howev speak present regret abl accept invit sincer offic secretari presid j j doyn arkansa state normal school conway arkansa,"41.8802312,-87.6245874",Requests
1877,13425,"Harriet Park Thomas to David Starr Jordan, December 30, 1916","peace movement, activities of",1916-12-30,decemb thirtieth 1916 dear dr jordan miss addam ask send program annual meet washington held decemb 8th 9th 10th mean stimul inspir convent held one washington woman said distinctli year ahead warm greet good wish mr jordan new year believ sincer dr david starr jordan leland stanford junior univers stanford univers california,"41.8802312,-87.6245874",Peace
1881,13399,"Mabel L. Hyers to Mary Reid Cory, November 17, 1915",gratitude,1915-11-17,novemb 17th 1915 dear miss cori thank letter miss addam place file offic togeth clip sincer assist secretari miss mari reid cori 34 halst street east orang nj,"41.8781136,-87.6297982",Thanks
1883,13359,"Jane Addams to Stanley Ross Linn, December 28, 1916","Addams, Jane, and family;Addams, Jane, financial dealings",1916-12-28,hullhous 800 south halst street chicago dear stanley send check balanc ford 50 00 toward garag dec 16 1 st check 25528 dec 28 2 check 21042 total 46570 cost ford 41570 bal 5000 appli garag havent acknowledg first check receiv estim garag hope page 2 day two plea dont spend money except ford garag much plea telegram babi much better love alway love aunt jane addam dec 28 1916,"41.8716782,-87.6474517",Family;Finances
1886,13335,"Jane Addams to Lillian D. Wald, December 27, 1916","peace movement, financial support for;peace movement, international",1916-12-27,12 west walton place chicago dear ladi mr fel give 1000 00 afterthewarcongress mari smith subscrib anoth 1000 00 one ny begin list three let know donor may begin appeal look might need page 2 soon doesnt everi good wish new year alway devotedli jane addam dec 27 1916 p letter found upon said committe meet mayb chanc remark,"41.9001376,-87.6290303",Finances;Peace
1887,13333,"Jane Addams to Anita McCormick Blaine, December 27, 1916","Addams, Jane, gratitude",1916-12-27,12 west walton place dearest ladi big red rose great pleasur open christma morn gave much joy mani peopl petal reluctantli abandon u dear send page 2 sure know care much everi possibl good wish new year devotedli jane addam dec 27 1916,"41.9001376,-87.6290303",Thanks
1890,13315,"Jane Addams to Esther Loeb Kohn, November 29, 1916","Addams, Jane, requests from",1916-11-29,hullhous 800 south halst street chicago novemb 29 1916 dear mr kohn mr clark take enclos matter thing miss lathrop charg anxiou account best hastili jane addam sign secretari,"41.8716354,-87.6474381",Requests
1891,13289,"Jane Addams to Louis Paul Lochner, January 23, 1917","Addams, Jane, requests from;peace movement, international;peace movement, financial support for;Addams, Jane, and peace movement",1917-01-23,woman peac parti section unit state intern committe woman perman peac nation offic room 500 116 michigan ave chicago januari twentythird 1917 dear mr lochner much cheer report saturday say someth clearli formul seem increasingli clear quit sure ought return europ almost immedi psycholog effect mr ford think aw use mr ford get accustom fact countri neutral confer hand lot peopl know person connect sure bad end also feel enorm better confer think ought enough u side carri plan spoke saturday practic member neutral confer repres america think bad break instanc ought respons presid speech senat isnt fine isnt caus move along hope much american address anyth bring near chicago go give opportun talk variou thing come mind say day faith jane addam sign mr loui p lochner,"41.8803032,-87.6249745",Peace;Requests
1892,13287,"Eleanor Daggett Karsten to Lisbeth E. Wark, January 4, 1917","peace movement, activities of;Addams, Jane, requests to",1917-01-04,januari fourth 1917 dear miss wark letter address miss addam refer offic miss addam felt could give materi might use desir help work strong branch woman peac parti boston work possibl way eagerli welcom help also number branch affili organ throughout state middleton send separ cover materi publish offic enclos letter copi constitut platform see either join nation memberatlarg payment 100 endors platform may abl interest number woman either form branch woman peac parti middleton el interest woman alreadyorgan club affili parti alway work done group individu enclos copi letter send show one way help question militari train school come countri bend everi effort defeat bill compulsori militari servic introduc legislatur meet januari time urg compulsori physic train substitut enclos packag send materi refer militari train school distribut among teacher town addit copi materi glad send postag charg way see help mani way occur sure plea let u know help way eager get touch peopl feel sincer offic secretari miss lisbeth e wark willowdal farm middleton mass,"41.8802312,-87.6245874",Peace;Requests
1893,13284,"Eleanor Daggett Karsten to Alice Thacher Post, January 3, 1917","peace movement, activities of",1917-01-03,januari third 1917 dear mr post miss breckinridg ask acknowledg receipt check 500 mr e b swiggett 42 mendota washington dc credit contribut also enter nation member woman peac parti miss addam ask send copi cabl recent receiv dr jacob telegram sent miss addam name woman peac parti presid wilson enclos herewith move headquart smaller less expens room build busi tri get work done intern report time seem essenti done soon possibl feel grate board make possibl present annual meet sincer offic secretari mr loui f post 2513 twelfth street washington dc,"41.8802312,-87.6245874",Peace
1897,13253,"Jane Addams to Emily Greene Balch, January 23, 1917","peace movement, activities of;Addams, Jane, and peace movement;Addams, Jane, requests from",1917-01-23,woman peac parti section unit state intern committe woman perman peac nation offic room 500 116 michigan ave chicago januari 23rd 1917 dear miss balch tell new york woman three scandinavian countri finland form branch icwpp cooper cours central offic know whether anyth behind movement would seem hostil dr jacob whole relationship seem rather touchi enclos copi repli dr jacob hope conciliatori realli fine mani way much dislik break send letter mr lochner realli delight visit day much cheer relat saw saturday go detroit monday address seem unabl find fatherinlaw milwauke address know forward perhap could get address mr plantiff isnt wonder way caus move late much like march inaugur parad washington hope much woman peac parti drop could associ someth back alway devotedli jane addam sign miss emili green balch 130 princ street jamaica plain massachusett,"41.8803032,-87.6249745",Peace;Requests
1903,13220,"Eleanor Daggett Karsten to Frank Joseph Vestey, January 22, 1917","peace movement, activities of",1917-01-22,januari twentysecond 1917 dear mr vestey miss addam ask acknowledg letter januari eighteenth suggest peac slogan good wish success sincer offic secretari mr frank j vestey 1524 hyde park boulevard chicago illinoi,"41.8802312,-87.6245874",Peace
1908,13200,"Jane Addams to Miss Reynolds, January 19, 1917","Addams, Jane, financial dealings;Addams, Jane, and family",1917-01-19,12 west walton place dear miss reynold letter quit reassur telegram confess littl impati care spend money telegraph written defray expens ill money must spent possibl need page 2 ford money 465 70 must bank use perhap say word hastili jane addam jani 19 1917,"41.8781136,-87.6297982",Family;Finances
1910,13182,"Jane Addams to Myra Harriet Reynolds Linn, October 30, 1916","Addams, Jane, and family",1916-10-30,cedarvil illinoi oct 30th 1916 dear myra spent sunday cedarvil send two old wooden chair found attic littl rock chair use extrem youth call one chair one stanley littl one jane didnt paint thought perhap would want white bed room page 2 brown kitchen green porch enclos bill pay painter work hous paint chair whatev color like excus prosaic method chair belong mother rememb childhood kitchen suppos come higher estat bought 1844 father mother came illinoi page 3 card tabl want print statement school like advertis post onto card bunch sever dozen could left hotel offic given away enquir parent one hotel could person interest would cours help also go send one two littl thing new hous need stanley must tell beauti page 4 spot enclos pictur old hous aunt jane grandmoth flora guiteau mari smith send love member happi famili devot 6 month pictur jane brought alway love aunt jane addam,"42.3758493,-89.6331727",Family
