,Identifier,Title,Subject,Date,Text,locations,tags
3435,2172,"Jane Addams to Anna Marcet Haldeman, October 18, 1908","Addams, Jane, travels;Addams, Jane, gratitude;Addams, Jane, and family",1908-10-18,oct 18 1908 dear marcet ill week would earlier written thank delight hairpin exactli size take use time page 2 rememb school open oct 26 shall expect see least night week plan motor trip cedarvil next saturday aunt laura tell mr bowen mari smith page 3 arriv sunday morn probabl gone hope reach chicago leav saturday morn love cedarvil household alway love aunt jane addam,"41.8781136,-87.6297982",Family;Travels
3440,2133,"Jane Addams to Sarah Alice Addams Haldeman, October 9, 1908","Addams, Jane, and family",1908-10-08,dear alic anoth address written miss clark univers club arm mani marcet must certainli strike comfort place case first one fill hastili yr ja oct 9 1908,"41.8781136,-87.6297982",Family
3441,2129,"Jane Addams to Sarah Alice Addams Haldeman, October 8, 1908","Addams, Jane, and family",1908-10-08,dear alic anoth room one shoot nurs settlement marcet might sleev written miss wald y j oct 8 1908,"41.8781136,-87.6297982",Family
3443,2100,"Jane Addams to Sarah Alice Addams Haldeman, October, 1908","Addams, Jane, personal life;Addams, Jane, and family",1908-10-01,hotel belmont fortysecond st park avenu new york dear alic think marcet would better keep address case may want chang hope see soon way hastili yr ja,"40.7521624,-73.9778018",Family
3445,2097,"Jane Addams to Mary Rozet Smith, September 17, 1908","Hull-House, expansion;Hull-House, residents",1908-09-17,hullhous 335 south halst street chicago sept 17 1908 deari clean like hous afir day plantat never seem need plain wash realli respond mr smith gertrud helen rice arriv yesterday yet begun move helen stay nice goe hospit week monday father accord report appear unusu well miss fahesbloom cheer state mind today telephon wish time big town strang power transfigur love household alway yr jane page 2 p send aw nice letter may pitkindont save,"41.8716782,-87.6474517",Hull-House
3447,2094,"Jane Addams to Mary Rozet Smith, September 14, 1908","Addams, Jane, personal life;Addams, Jane, relationship with Mary Rozet Smith",1908-09-14,hullhous 335 south halst street chicago sept 14 1908 deari took supper hous tonight father dear knew quit unmistak time ask quit eagerli newli impress littl nurs youth good spirit believ carri famous frank set forth illeg came look well quit content didnt get finish sunday even tuesday rush quit usual go littl better alway ja,"41.8716782,-87.6474517",Family
3448,2092,"Jane Addams to Sarah Alice Addams Haldeman, September 12, 1908","Addams, Jane, personal life",1908-09-12,hullhous 335 south halst street chicago dear alic thank much birthday present mean buy new book h g well want read three week vacat end last saturday left bar harbor spent sunday birthday weber mari cambridg charm day one regret jane wasnt visit grandmoth sea shore stop lectur troy got home monday even sizzl weather almost ever sinc page 2 gener rush busi make realiz bless vacat feel fine spite shall hope see marcet soon know plan stay home christma come meet case plea let know arriv chicago glad miss harri fine summer togeth noth like one first glamor europ esther child today wish might see brother alway love sister j sept 12 1908,"41.8716782,-87.6474517",Family
3450,2090,"Jane Addams to Sarah Alice Addams Haldeman, August 23, 1908","Addams, Jane, health of;Addams, Jane, and family;mental illness",1908-08-23,baymeath bar harbor main dear alic met weir mitchel afternoon tea yesterday spoke interestedli marcet felt sure would glad know secur felt seem glad get away bryn mawr gener principl page 2 thought nervou fortnight beauti rest one week took breakfast bed first week splendid massag got much better mr bowen insist must less lectur next year page 3 think right came nearli end string colorado back 8th sept shall hope see soon trace one two possibl place marcet ny talk alway love sister jane addam aug 23 1908,"44.3876119,-68.2039123",Family;Health;Travels
3451,2089,"Jessie Florence Binford to Irene Osgood, August 21, 1908","Addams, Jane, travels;Addams, Jane, requests to",1908-08-21,august 21 1908 hullhous 335 south halst street chicago dear miss osgood miss addam went bar harbor last saturday return septemb 10 letter mislaid sorri answer delay ill send letter miss addam youll probabl hear return truli jessi f binford,"41.8716782,-87.6474517",Requests;Travels
3453,2071,"Jane Addams to Sarah Alice Addams Haldeman, August 4, 1908","Addams, Jane, personal life",1908-08-04,hullhous 335 south halst street chicago boulder colo aug 4 1908 dear alic find boulder rather hot much cooler chicago feel like desert post afraid girard imposs time ticket north western quit enjoy mountain although fortun one ex resid ask guest town live tent saw mr mason sister yesterdaymr walher one two other friend come east meet marcet write page 2 date sept appoint nj 7 th back next day would nice would stay hh littl go cedarvil mari smith came brother colorado spring meet next saturday speak sarah settlement pueblo start home monday alway love sister j,"40.0149856,-105.2705456",Family;Travels
3455,2038,"Jane Addams to Sarah Alice Addams Haldeman, April 17, 1908","Addams, Jane, and family;Addams, Jane, travels",1908-04-17,hullhous 335 south halst street chicago dear alic hope much come kansa citi monday get night train st loui think practic day kc two three possibl mind marcet domicil new york talk back board educ meet page 2 mani thing plan chicago tuesday morn excus hasti letter see soon love marcet alway love sister j april 17 1908,"41.8716782,-87.6474517",Family;Travels
3460,1974,"Jane Addams to Mary Everts Ewing, December 26, 1907","holidays and celebrations;Addams, Jane, gratitude;Hull-House, residents",1907-12-26,hullhous 335 south halst street chicago dear mr ewe may thank mr ewe box beauti flower came christma morn beauti delicaci came midst bucket pack like touch real spiritu side xma good page 2 think u gener want thank behalf resid well good wish new year sincer jane addam dec 26 1907,"41.8716782,-87.6474517",Hull-House
3461,1969,"Jane Addams to Lillian D. Wald, January 26, 1907","lectures;Addams, Jane, relationship with Lillian Wald;Addams, Jane, gratitude",1907-01-26,hullhous 335 south halst street chicago dear friend tri come lake mohawk manag also get u init grate letter mr kelley write later glad note whenev send grate speech alway affection jane addam jani 26 1907,"41.8716782,-87.6474517",Friends
3462,1968,"Jane Addams to Sarah Alice Addams Haldeman, January 15, 1907","Addams, Jane, and family;children's clubs",1907-01-15,jani 15 1907 hullhous 335 south halst street chicago dear alic aw sorri hear wretch cold know laura expect sent sick one u alway get away plea let u hear soon cold come boy club open one finest occas ever happi esther charli child great pleasur alway yr j,"41.8716782,-87.6474517",Family
3463,1952,"Jane Addams to Sarah Alice Addams Haldeman, December 24, 1907","holidays and celebrations;Addams, Jane, gratitude;Addams, Jane, and family",1907-12-24,hullhous 335 south halst street chicago dear alic thank much gener check came yesterday sent box japanes sparker seem featur christma year light end flame rest happen merrili hope go see marcet soon everi good wish rest year next alway dear alic love sister jane dec 24 1907,"41.8716782,-87.6474517",Family;Holidays
3467,1935,"Jane Addams to Henry Churchill King, December 6, 1907","Addams, Jane, speaking tours;apologies",1907-12-06,hullhous 335 south halst street chicago decemb 6th 1907 dear mr king delay answer letter unconscienc length time hope abl accept kind invit alreadi promis dean thoma would give week lectur bryn mawr woman colleg begin march make imposs gone length time februari afraid shall give cleveland oberlin could think take quick train washington back thought lectur religi educ associ enough consequ believ could say someth year two better present moment thre seem grow mind lectur type religion need present moment howev like say two year present thank kind invit regret first delay repli second refus twothird alway sincer jane addam sign,"41.8716782,-87.6474517",Lectures;Requests
3468,1903,"Jane Addams to Julia Clifford Lathrop, November 19, 1907","Addams, Jane, personal life",1907-11-19,hullhous 335 south halst street chicago dear friend cant tell shock sorri curiou way connect father come funer want heart sure thing sure let u know alway forev j nov 19 1907,"41.8716782,-87.6474517",Friends
3470,1895,"Julia Clifford Lathrop to Benjamin Barr Lindsey, October 30, 1907","Addams, Jane, requests from",1907-10-30,chicago institut social scienc 180 grand avenu chicago octob 30th 1907 dear judg lindsey much oblig letter 24th miss addam town shall read shall glad chanc talk mani thing want talk truli julia c lathrop sign judg ben b lindsey denver colo,"41.8916248,-87.6336798",Requests
3478,1833,"Jane Addams to Sarah Alice Addams Haldeman, September 21, 1907","Addams, Jane, and family",1907-09-21,hullhous 335 south halst street chicago dear alic go cedarvil week later engag sept 28 oct 4 th understand date chicago dr hardi return town next monday sept 23 seci say difficulti make appoint oct 1 st expect marcet page 2 hullhous either saturday sunday esther charli come sunday babi plan still uncertain look albuquerqu would end love alway love sister jane addam sept 21 1907,"41.8716782,-87.6474517",Family;Visits
3479,1828,"Jane Addams to Sarah Alice Addams Haldeman, September 15, 1907","Addams, Jane, and family",1907-09-15,sept 15 1907 dear alic arent old may wise enter recrimin certainli dont want repli last letter spirit resent unhappi someth happen summer put oct 8 9 1011 keep free engag possibl seen dr hardi think best aurist town come cedarvil page 2 fall one sunday least perhap come 28 th laura know decid spend winter cedarvil plan see last septemb shall much disappoint see marcet goe back plea let know come chicago sure dear alic go past affair talk much better write alway love sister love marcet mother jane addam,"41.8716782,-87.6474517",Family;Travels
3480,1827,"Jane Addams to Ellen Gates Starr, September 14, 1907","Addams, Jane, relationship with Ellen Gates Starr",1907-09-14,hullhous 335 south halst street chicago deari dear letter came last week wish deserv kind thing say rate conclus sound twenti year knit fortun indissolubl togeth alway jane addam sept 14 1907 rememb noth articl show,"41.8716782,-87.6474517",Friends
3483,1824,"Jane Addams to Luther S. Dickey, September 11, 1907","Addams, Jane, requests to;apologies",1907-09-11,hullhous 335 south halst street chicago sept 11 1907 dear mr dickey lectur town sinc call sorri late send testimoni hope come time serv purpos faith jane addam sign,"41.8716782,-87.6474517",Requests
3484,1820,"Jane Addams to Sarah Alice Addams Haldeman, September 10, 1907","Addams, Jane, and family;Addams, Jane, speaking tours",1907-09-10,dear alic thank much birthday present go invest fine old fashion clock saw gloucest day least case fine quit yearn one old room hh hope much come chicago marcet come east tri make littl vacat sept take speak engag otherwis prolong summer somewhat batter winter would lot time go aurist togeth el would like go quit possibl esther page 2 famili go back albuquerqu oct 1 st charli offer turn good look might chanc see child long time alway think mari grandchild almost wrote assur well worth see brother one entic young person ever encount make chang hous sure would find interest wont tri describ send hh year book upon work steadili week plea give love marcet plan come sept long visit alway love sister jane addam page 3 p plea excus pencil write train spite resolut lectur address convent episcop clergyman wheaton today expect laura back colorado today tomorrow special ticket expir nice visit sarah miss hannig went togeth doubtless know,"41.8781136,-87.6297982;41.8661403,-88.1070127",Family;Travels
3487,1816,"Jane Addams to Madeleine Wallin Sikes, August 28, 1907","Lectures;Addams, Jane, requests to",1907-08-28,cornish new hampshir aug 28 1907 dear mr sike letter follow final reach hope repli late purpos shall glad speak oct 17 would much prefer morn hour arrang rememb train leav bloomington one half past reach chicago dinner time page 2 know much interest industri educ realli glad opportun expand hope enjoy new york flourish sea hastili jane addam aug 28,"43.4645164,-72.3689794",Lectures;Requests
3488,1812,"Jane Addams to Sarah Alice Addams Haldeman, January 7, [1908]","Addams, Jane, and family;Addams, Jane, travels;Addams, Jane, lectures",1908-01-07,st paul minn jani 7 1908 dear alic tri write last week find best accomplish nice littl visit marcet although exceed short look well splendid form meant tell expenditur xma present ten dollar took madison whither j lathrop went meet american sociolog assn page 2 simpli take care profession interest littl trip full help inspir remaind put book want along line found electr lamp field one knew order whether one alreadi sent shall one sent bill sent page 3 give two lectur much enjoy get away day rest snow realli white beauti although weather mild love happi new year alway love sister ja jani 7 1908,"44.9537029,-93.0899578",Family;Lectures;Travels
3495,1738,"Jane Addams to William Z. Alexander, March 11, 1906","Addams, Jane, writing",1906-03-11,hullhous 335 south halst street chicago march 11 1906 dear mr alexand mr crissey suggest send directli third articl seri apolog delay case much long suggest omiss first four page toto would elimin charit aspect hous begin educ case someth less drastic need indic page two come without injuri articl suggest fit avail space cours glad cut although realiz disgrac delay articl right ask favor ventur hope howev go see least one proof faith jane addam sign mr wm z alexand manag editor ladi home journal philadelphia pennsylvania,"41.8716782,-87.6474517",Requests
3496,1695,"Jane Addams to Cyrus Hall McCormick, Jr, February 17, 1906","Addams, Jane, requests from;Hull-House, donations",1906-02-17,hullhous 335 south halst street chicago februari 17 1906 dear mr mccormick year kindli sent hundr dollar year annual expens account hullhous find last year check came februari may ventur remind would grate continu suport would give much pleasur mr mccormick would often see somet activ fath jane addam sign mr cyru h mccormic presid intern harvest co chicago,"41.8716782,-87.6474517",Hull-House;Philanthropy;Requests
3500,1651,"Jane Addams to Sarah Alice Addams Haldeman, January 6, 1906","Addams, Jane, and family;Hull-House, visits to",1906-01-06,hullhous 335 south halst street chicago dear alic seldom upset miss visit needlessli thought come 12 friday meant leav late afternoon day unless could stay sunday got hous twelv order tabl u coffe hous didnt find went upstair refus believ later tri vain get page 2 telephon photograph mr peck illeg cant make yet one thought worthwhil telephon meespeci grace said telephon place call could met town anytim morn tie afternoon see still upset go cedarvil week two miss lathrop oper morn success come presbyterian hospit week page 3 weber mari also telephon afternoon much disappoint hope pleasant journey home found bank flourish alway love sister jane addam jani 6 1906,"41.8716782,-87.6474517",Family
3502,1649,"Jane Addams to Lillian D. Wald, [1906?]","Addams, Jane, requests from",1906-01-01,hullhous 335 south halst street chicago dear ladi know anyth mr w h kelley charg think east side hous hate bother want know rather special reason line two hastili j addam realli truli recov,"41.8716782,-87.6474517",Requests
3505,1641,"Jane Addams to Anita McCormick Blaine, [1906?]","Addams, Jane, requests from;Chicago, education in",1906-01-01,hullhous 335 south halst street chicago dear mr blain suggest dr ridlon valuabl classif approach matter must know much admir clear way put report school perhap half hour convers today lunch hastili jane addam,"41.8716782,-87.6474517",Requests
3511,1590,"Clara Landsberg to Anita McCormick Blaine, November 23, 1905","Addams, Jane, requests from;Hull-House, events",1905-11-23,hullhous 335 south halst street chicago novemb twentythird 1905 dear mr blain miss addam ask enclos postal card date perform troll holiday hope possibl come either afternoon even perform sincer yoursclara landsberg sign mr emmon blain,"41.8716782,-87.6474517",Hull-House;Requests
3513,1586,"Jane Addams to Richard Theodore Ely, November 20, 1905","Addams, Jane, lectures;education;Addams, Jane, requests to",1905-11-20,hullhous 335 south halst street chicago dear mr eli much tempt accept kind invit summer quarter way get book written inde even done know would enough materi twelv lectur subject perhap could broaden final titl write last moment could send page 2 mr kelley book read well doesnt much impress valu mr common book must feel proud good work made possibl cordial greet mr eli faith jane addam nov 20 1905,"41.8716782,-87.6474517",Lectures;Requests
3514,1556,"Jane Addams to Sarah Alice Addams Haldeman, October 25, 1901","Addams, Jane, and family;Addams, Jane, personal life",1901-10-25,hullhous 335 south halst street chicago dear alic telegram came last even announc arriv esther seven pound daughter hope letter today none come yet laura ten day dr quit certain babi would born last week last time charli develop inflamm bowel taken hospit fortun abl babi came still invalid list realli strong fellow altogeth pretti hard time much love marcet alway love sister jane addam oct 25 1901,"41.8716782,-87.6474517",Family
3526,1506,"Frederick H. Deknatel to Henry Churchill King, September 1, 1905","Addams, Jane, requests to;Addams, Jane, lectures",1905-09-01,hullhous 335 south halst street chicago sept 1st 1905 dear sir answer 24 inst miss addam plea say lectur friday octob 27th trust satisfactori truli frederick h deknatel prest henri c king oberlin colleg,"41.8716782,-87.6474517",Lectures;Requests
3527,1503,"Jane Addams to Clara Landsberg, September 1, 1905","Hull-House, programs;Addams, Jane, requests from",1905-09-01,h h dear ladi terribl plea telegram alreadi plan great work elsi smith take class hilda satt door everi bodi sort one door make thing easier write plan come want chang plan minut would like know alway ja sept 1 st 1905 written top page p marcet left bryn mawr yesterday look well,"41.8716782,-87.6474517",Hull-House;Requests
3538,1462,"Frederick Deknatel to Henry Churchill King, August 18, 1905","Addams, Jane, requests to;Addams, Jane, lectures",1905-08-18,hullhous 335 south halst street chicago aug 18 1905 dear sir favor 15th inst receiv miss addam find hard resist appeal certainli best speak octob accept engag conflict board educ meet wednesday committe meet monday kindli submit open date make select possibl truli frederick h deknatel prest henri c king oberlin colleg,"41.8716782,-87.6474517",Lectures;Requests
3540,1459,"Frederick H. Deknatel to Henry Churchill King, August 1, 1905","Addams, Jane, lectures;Addams, Jane, requests to",1905-08-01,hullhous 335 south halst street chicago aug 1st 1905 dear sir favor 29th inst receiv miss addam recent appoint member board educ know much time new duti requir day committe meet make town lectur engag citi present believ could go away time mention octob alway extrem busi month truli frederick h deknatel prest henri c king oberlin colleg,"41.8716782,-87.6474517",Lectures;Requests
3541,1455,"Jane Addams to Julia Clifford Lathrop, March 22, 1906","Addams, Jane, personal life;Addams, Jane, writing",1906-03-22,hull hous 335 south halst street chicago dear sister julia nut fine dessert tuesday even dinner much touch thought u noth know bring forth enthusiasm group affect express good thing eat nut except rule sentiment conduct know havent write week except ladi home journal hound page 2 copi rate hate notion write two day honor keep press wait mari smith move say could keep perman state suspend anim would reconcil write plan littl confer week dr sach dr podstata sister alic feel trifl bad conscienc way rush defens counti com page 3 mr brundag made quit use evanston affair becom plain home sick attempt would much better day epilepsi great success woman club craig coloni man made great success pictur speech plan chang put light air kitchen summer sure glad know may expens carri page 4 go last bring final relief board educ becom littl reason although still big incoher aw time mr kling wouldnt judg good deal worldli pelf plea give affection greet sister believ alway forev jane addam march 22 1906,"41.8716782,-87.6474517",Friends
3545,1423,"Jane Addams to Graham Taylor, September 19, 1902",gossip,1902-09-19,baymeath bar harbor main dear mr taylor mr robin goe n tomorrow hope florida middl oct scoff idea raymond ever gone anywher without let know perfectli convinc kidnap come back grate daili news articl hope see soon faith jane addam sept 191902,"44.3876119,-68.2039123",Friends
3554,1391,"Jane Addams to Ada May Fitts, July 8, 1904","Addams, Jane, requests from",1904-07-08,hawthorn inn gloucest mass dear miss fitt meant write day sinc left boston postpon plan bring back main object life keep miss smith countri yet come come boston last next week hope much page 2 abl dine u hotel bellevu friday even june 15 th half past six hope much town time need tell grate mani kind alway affection jane addam juli 8 1904,"42.6159285,-70.6619888",Requests
3555,1388,"Jane Addams to Lillian D. Wald, July 7, 1904","Addams, Jane, relationship with Lillian Wald;Addams, Jane, travels",1904-07-07,hawthorn inn gloucest mass dear miss wald found meet chang boston wrote editor proof sent reach safe saturday afternoon sorri mind ought written wretch articl best worth much troubl find live page 2 pleasant place flourish mr think decidedli better abl make satisfactori arrang ruth summer move smoothli end line quit lose heart eastern coast seem enchant bar harbor much love mari join alway faith jane addam juli 7 1904,"42.6159285,-70.6619888",Travels
3557,1379,"Jane Addams to Marion Talbot, June 30, 1904","Addams, Jane, requests to;Addams, Jane, relationship with Mary Rozet Smith",1904-06-30,dear miss talbot miss smith arriv yesterday complet plan month afraid imposs accept kind invit may assur appreci thought thank faith jane addam wood hole mass june 30 1904,"41.5264977,-70.6730857",Requests;Travels
3560,1370,"Jane Addams to Sarah Alice Addams Haldeman, November 28, 1904","Addams, Jane, and family;Addams, Jane, requests from",1904-11-28,hullhous 335 south halst street chicago dear alic havent heard save marcet long time cant meet topeka dec 7 th love alway love sister jane addam nov 28 1904,"41.8716782,-87.6474517",Family
3563,1365,"Jane Addams to Mary Rozet Smith, August 14, 1904","Addams, Jane, relationship with Mary Rozet Smith",1904-08-14,dearest without father terribl disappoint left friday almost sure would go arriv saturday half past two made arrang stay illeg come spend night etc miss christenson thought chang mind due dear aunti oft repeat statement would comfort home elsewher etc disinclin go away page 2 deeper think say lone wake 3 oclock night like feel strang place miss c say often call feel pul time took drive left nw station time 4 45 train end express littl genuin regret certainli want leav home go directli train 19 walton place night stay morn alon realli littl doubt home would chang page 3 essenti thing illeg nervou cours delight quiet morn made first littl impress upon st loui paper way may send nat review ask send isabel eaton quit forgotten name hotel promis one day hous quit give thrill write word hous wasnt realli truli ownership page 4 told father 26 press date took quit calmli plea dont feel uncomfort promis write fairli squar thing although today smile vagu notion could induc go ball creek pride influenc great fall long discus mr taylor night left fought valiantli striker upon congratul repeat valiant defens stock yard men assur top page 1 solemnli alway side could never realli love household alway neighborhood alway yr j aug 14,"42.5916836,-88.4334301",Family
3565,1363,"Jane Addams to Sarah Alice Addams Haldeman, August 14, 1904","Addams, Jane, relationship with Mary Rozet Smith;Addams, Jane, travels",1904-08-14,lake geneva wisconsin dear alic long time sinc heard hope summer isnt prove hot uncomfort mari smith delight fortnight adirondack ad sea coast vacat rest refresh year mari come back first sept keep father aunt sarah cheer although plenti accumul work hand page 2 new build begun promis add greatli equip spend sunday delight spot mr wilmarth togeth see peopl interest nurseri plan saw mr peck miss culver last sunday helen away camp perhap know spent one night week weber mari littl flat happi jolli first housekeep page 3 hope come marcet fall plan visit interrupt twice send letter unfinish much love marcet alway love sister jane addam aug 14 1904,"42.5916836,-88.4334301",Family;Travels
3568,1355,"Jane Addams to James Hayden Tufts, June 3, 1904","Addams, Jane, requests from;Hull-House, visits to",1904-06-03,hullhous 335 south halst street chicago dear mr tuft hope much come meet mr mr dewey supper june twelfth half past six oclock understood mr tuft town howev hope misinform shall pleasur mr tuft well faith jane addam sign friday june third,"41.8716782,-87.6474517",Hull-House Visits;Requests
3572,1346,"Jane Addams to Sarah Alice Addams Haldeman, December 8, 1902","Addams, Jane, and family;Addams, Jane, travels",1902-12-08,hullhous 335 south halst street chicago dear alic kind send ten dollar sure know figur cost alway delight niec nephew come friend shall xma break delight put marcet train take kansa citi would feel comfort travel easili wouldnt mind journey least laura goe esther next saturday stay day xma page 2 sarah go spend rockford cours least linnet dearest love alway love sister jane addam dec 81902,"41.8716782,-87.6474517",Family;Travels
3576,1325,"Jane Addams to Sarah Alice Addams Haldeman, November 18, 1902","Addams, Jane, and family",1902-11-18,hullhous 335 south halst street chicago kansa citi nov 18 1902 dear alic much disappoint see yesterday faith come letter arriv quit homesick see morn wish go girard instead omaha whenc fare forth minut cousin charli eliza kind possibl quit tire came feel rest spite fact given long lectur esther babi pretti dear spent sunday st loui come away lot cherub illeg page 2 memori esther look well expect new babi time 5 th 17 th said suggest take louis look quit startl prospect part hersh realli devot mother seem success one cousin eliza send love hope come see soon met mr moffat other friend much disappoint much love alway love sister jane addam,"39.0997265,-94.5785667",Family;Travels
3583,1284,"Jane Addams to Sarah Alice Addams Haldeman, April 11, 1902","Addams, Jane, personal life;Addams, Jane, travels",1902-04-11,hotel chelsea atlant citi nj april 11 1902 dear alic letter forward mr mr smith week mari abroad know seem chanc servic dear peopl good sea delight quit rest long speak tour reach chicago sunday morn nine clara anni day left u page 2 two week home cal trip afraid accept salma invit sorri gotten cal affair get certainli glad meet kansa ladiesi quit loss make remark attitud toward quit unconsci thing sort marcet seven week school dont page 3 come east time bryn mawr commenc see someth variou school put applic think next year good preparatori school would make first colleg year much easierth high school prepar girl alway certain disadvantag social scholarship side much easier go preparatori school page 4 clara would delight come june could visit chicago come go love marcet alway love sister jane addam,"39.3518508,-74.4467923",Family;Travels
3589,1254,"Jane Addams to Sarah Alice Addams Haldeman, October 11, 1901","Addams, Jane, and family;holidays and celebrations",1901-10-11,dear alic esther still seem well laura expect go 18 th 19 th month address mr cha e hulbert 5811 delmar bould st loui mo laura think littl flat look well inde havent seen sinc furnish weber back univers receiv rise rank happi fact book accept gener appear much improv john still st mari came boston see miss brockway land definit broke engag littl ladi back nurs appar bear well seven year half first everi thing open prosper fall time come christma new build ought well page 2 way stanley come lake forest one sunday month cours christma holiday never scholarli probabl fine lad eighteen year old last may must see soon wont abl recogn sent specialist dr church elgin week think weber improv predict recoveri although doctor hospit discourag case howev dr church finest neurologist keep opinion long time wait love marcet alway love sister jane addam oct 11 1901,"41.8716782,-87.6474517",Family;Holidays
3590,1251,"Jane Addams to Sarah Alice Addams Haldeman, September 20, 1901","holidays and celebrations;Addams, Jane, and family",1901-09-20,sept 20 1901 unit state saratoga spring dear alic letter marcet dress came day start saratoga miss gernon promis see send sure like tast regard best dress ladi hh sorri abl get page 2 right let chang get back mari smith arriv yesterday morn speak unitarian confer wed came earli j weber might meet u well sister kelley charm littl visit page 3 weber big broad beard good look high spirit novel wrote summer accept macmillan come march hope see someth christma visit togeth love marcet alway love sister jane addam,"43.0831301,-73.7845651",Family;Travels
3593,1243,"Jane Addams to Emily K. Reynolds, December 13, 1901","Addams, Jane, lectures",1901-12-13,hullhous 335 south halst street chicago dec 13 1901 dear miss reynold shall glad give lectur first year twelfth march suppos tri cours three one weekli jani febi go well anoth set spring rather full english say engag rest winter send syllabu three page 2 lectur mark might perhap illeg fairli well cours quit unabl advis regard talcott memori fund know littl happen sinc june fanci mr talcott enthusiast regard librari plan would know much better wise propos hope grow speedili better good wish faith jane addam,"41.8716782,-87.6474517",Lectures;Travels
3594,1226,"Jane Addams to Sarah Alice Addams Haldeman, December 10, 1901","Addams, Jane, and family;holidays and celebrations",1901-12-10,hullhous 335 south halst street chicago dear alic disappoint christma day delight see marcet day weber stanley none other laura stay cedarvil sarah vacat probabl cours visit suggest stop st loui see esther famili perhap would better page 2 way home charli may still hospit twenti sixth although improv almost given hope brother weber home christma long terribl year improv rapidli seem stand still abl perform littl servic dar pari elect honorari member declin complic reason shall page 3 glad explain see shall glad join sign whatev send busi everi minut finish new shop sure like well illeg well block rapidli built love marcet plea tell admir tall peopl short one final love sister jane addam dec 10 1901,"41.8716782,-87.6474517",Family;Holidays
3595,1223,"Jane Addams to Sarah Alice Addams Haldeman, December 05, 1901","Addams, Jane, and family",1901-12-05,nation consum leagu offic 105 e 22d st new york citi chicago dec 5 1901 dear alic box came last even product alreadi place case label wish could see fine glad come christma could get wheat rye barley buckwheat put page 2 enterpris get mani kind corn aw proud display much love marcet alway love sister jane addam,"41.8716782,-87.6474517",Family
3596,1222,"Jane Addams to Sarah Alice Addams Haldeman, November 28, 1901","Addams, Jane, and family;Addams, Jane, financial dealings;Addams, Jane, writings, Democracy and Social Ethics",1901-11-28,hullhous 335 south halst street chicago dear alic balanc note amount six hundr dollar amount alreadi advanc one hundr sent bank isnt conveni cash think could let least two hundr stand poor young thing terribl hard time mr wyant charli sister wont go later go much page 2 disappoint marcet dont come christma mani year sinc christma season togeth dont think ought make effort time hous warm sure make pleurisi wors look poor weber wouldnt home certainli bless laura come weber stanley linn one famili page 3 unless esther babi abl come seem get smaller smaller dimens plea plan come entir holiday season day cedarvil make head quarter weber correct proof book call second gener clever stori gotten lectur publish macmillan go put book form late materi page 4 book probabl wont spring much love marcet alway love sister jane addam nov 281901,"41.8716782,-87.6474517",Family;Finances
3597,1221,"Jane Addams to Cyrus Hall McCormick, Jr., December 10, 1904","Hull-House, donations;Addams, Jane, requests from",1904-12-10,hullhous 335 south halst street chicago dec 10 1904 dear mr mccormick number year kindli sent annual subscript 100 run expens hullhous look book year find subscrib possibl fail remind last juli usual time check come possibl matter oversight mere case sure pardon write regard matter needless say time year keenli feel need fund desir servic neighbor faith jane addam sign mr cyru h mccormick chicago,"41.8716782,-87.6474517",Hull-House;Philanthropy;Requests
3603,1211,"George E. Hooker to Raymond Robins, October 13, 1904","Addams, Jane, requests to",1904-10-13,hullhous 335 south halst street chicago oct 1304 dear robin miss addam feel like go see mr hutchinson one el could invit definit gather subject exress willing go see mr blain ask invit group peopl dinner consid matter seem best away tonight home morn get meet appoint earliest moment faith georg e hooker page 2 data municip museum file stuff sent time time r,"41.8716782,-87.6474517",Requests
3612,1136,"Jane Addams to Sarah Alice Addams Haldeman, October 11, 1902","Addams, Jane, personal life",1902-10-11,hullhous 335 south halst street chicago oct 11 1902 dear alic bill tobi straighten last thank much check go rockford last week owe perfect congest thing hope go miss sutliff inaugur next sat account marcet favor know dear mother must suffer horribl loneli best love alway love sister ja,"41.8716782,-87.6474517",Family;Finances
3613,1127,"Jane Addams to Sarah Alice Addams Haldeman, October 2, 1902","Addams, Jane, personal life;Addams, Jane, travels",1902-10-02,dear alic enclos cousin eliza letter give date kc lectur hope much abl come poor foot better go rockford histor meet tuesday anxiou see marcet write alway love sister ja octob 2 1902,"41.8716782,-87.6474517",Family;Travels
3615,1121,"Jane Addams to Sarah Alice Addams Haldeman, October 9, 1902","Addams, Jane, personal life;holidays and celebrations;Addams, Jane, lectures",1902-10-09,hullhous 335 south halst street chicago dear alic speak kansa citi even thanksgiv wrote come girard thanksgiv morn shall glad speak get time meet alway ja,"41.8716782,-87.6474517",Family;Lectures;Travels
3616,1114,"Jane Addams to Sarah Alice Addams Haldeman, September 3, 1902","Addams, Jane, personal life;Addams, Jane, and family",1902-09-03,hullhous chicago sept 3 1902 dear alic delight marcet thanksgiv cours understand expect often kind want pedast hope get one page 2 long time bust much crowd mantl gladli see may deliv saturday hope decid come see u come rockford near easi trip first woman club meet afternoon interrupt mani caller give longer letter love alway love sister ja,"41.8716782,-87.6474517",Family
3619,1105,"Jane Addams to Mr. Dean, March 27, 1902","Addams, Jane, requests to;Addams, Jane, travels",1902-03-27,nurs settlement new york 265 henri street 9 montgomeri street 312 east 78th street dear mr dean thank much kind invit came yesterday leav new york saturday accept would cours imposs faith jane addam march 27 1902,"40.7139582,-73.9845154",Requests
